train_size	epoch	loss	tr_accuracy	tr_probability	v_accuracy	v_probability
25	0	2.2032179832458496	0.11999999731779099	0.11324682086706161	0.29999998211860657	0.11973129212856293
25	10	1.8062314987182617	0.3999999761581421	0.19439399242401123	0.2800000011920929	0.18127264082431793
25	20	1.6597833633422852	0.23999999463558197	0.21948306262493134	0.14999999105930328	0.19760331511497498
25	30	1.591926097869873	0.5199999809265137	0.23082773387432098	0.35999998450279236	0.22556747496128082
25	40	1.4620918035507202	0.5199999809265137	0.3477875888347626	0.38999998569488525	0.2789885699748993
25	50	1.3362993001937866	0.6399999856948853	0.44565802812576294	0.38999998569488525	0.3233056664466858
25	60	1.2266420125961304	0.7199999690055847	0.5316361784934998	0.3700000047683716	0.34480324387550354
25	70	1.1051809787750244	0.7999999523162842	0.5697422027587891	0.429999977350235	0.36916854977607727
25	80	1.0877491235733032	0.6399999856948853	0.5661179423332214	0.41999998688697815	0.3738696277141571
25	90	0.996742844581604	0.7199999690055847	0.6136964559555054	0.41999998688697815	0.3953332304954529
25	100	0.8614923357963562	0.8799999952316284	0.7194152474403381	0.4699999988079071	0.4077121615409851
25	110	1.0674561262130737	0.5999999642372131	0.5889958143234253	0.38999998569488525	0.3838120102882385
25	120	0.9342752695083618	0.5999999642372131	0.6211374402046204	0.41999998688697815	0.39842694997787476
25	130	0.857246994972229	0.7199999690055847	0.6819347739219666	0.44999998807907104	0.4372768700122833
25	140	0.7606783509254456	0.8799999952316284	0.7622153162956238	0.47999998927116394	0.4537091851234436
25	150	0.7749304175376892	0.8399999737739563	0.7760753631591797	0.4599999785423279	0.439065545797348
25	160	0.7615756988525391	0.8399999737739563	0.7460434436798096	0.47999998927116394	0.4547213613986969
25	170	0.6829814314842224	0.8799999952316284	0.8089969158172607	0.4599999785423279	0.44800204038619995
25	180	0.6434988975524902	0.9199999570846558	0.8522555232048035	0.47999998927116394	0.4522653818130493
25	190	0.9194087982177734	0.7999999523162842	0.7431266903877258	0.5	0.4777992069721222
25	200	0.6818245053291321	0.8799999952316284	0.8236956596374512	0.4899999797344208	0.4778820276260376
25	210	0.6026908755302429	0.9199999570846558	0.8687728643417358	0.4599999785423279	0.43950653076171875
25	220	0.5663434863090515	0.9599999785423279	0.8840482831001282	0.44999998807907104	0.43766623735427856
25	230	0.5257335901260376	0.9599999785423279	0.9150421619415283	0.4599999785423279	0.4417669475078583
25	240	0.4917089343070984	1.0	0.9516289234161377	0.44999998807907104	0.4434438943862915
25	250	0.4716280996799469	1.0	0.9647999405860901	0.44999998807907104	0.4491637051105499
25	260	0.455313116312027	1.0	0.9709998369216919	0.44999998807907104	0.4484274685382843
25	270	0.44079360365867615	1.0	0.9782946705818176	0.4599999785423279	0.4519239664077759
25	280	0.42828166484832764	1.0	0.9828800559043884	0.4699999988079071	0.4571591019630432
25	290	0.418242484331131	1.0	0.9853678941726685	0.4599999785423279	0.44907069206237793
25	300	0.4096376895904541	1.0	0.986822783946991	0.44999998807907104	0.44802945852279663
25	310	0.4017426371574402	1.0	0.988067090511322	0.4599999785423279	0.44982028007507324
25	320	0.3949490785598755	1.0	0.9891436696052551	0.47999998927116394	0.46536025404930115
25	330	0.38854363560676575	1.0	0.9899630546569824	0.4599999785423279	0.454252690076828
25	340	0.38217517733573914	1.0	0.9906946420669556	0.4699999988079071	0.4545913636684418
25	350	0.37593695521354675	1.0	0.9913820624351501	0.4599999785423279	0.45485299825668335
25	360	0.3700919449329376	1.0	0.9920824766159058	0.44999998807907104	0.4537734389305115
25	370	0.36462563276290894	1.0	0.9927981495857239	0.44999998807907104	0.45193782448768616
25	380	0.3594708740711212	1.0	0.9934304356575012	0.44999998807907104	0.44987761974334717
25	390	0.35447970032691956	1.0	0.9940434098243713	0.44999998807907104	0.45133689045906067
25	400	0.34932541847229004	1.0	0.9945093989372253	0.4599999785423279	0.4549866318702698
25	410	0.34513190388679504	1.0	0.9949911236763	0.4599999785423279	0.45718181133270264
25	420	0.34134262800216675	1.0	0.9953172206878662	0.4599999785423279	0.4586549997329712
25	430	0.33782875537872314	1.0	0.9955965876579285	0.4599999785423279	0.45875638723373413
25	440	0.3345164954662323	1.0	0.9959179759025574	0.4599999785423279	0.458805114030838
25	450	0.3313174545764923	1.0	0.9963237047195435	0.4599999785423279	0.45901721715927124
25	460	0.3282005786895752	1.0	0.9966018199920654	0.44999998807907104	0.45636627078056335
25	470	0.32516083121299744	1.0	0.9968147277832031	0.44999998807907104	0.45635154843330383
25	480	0.3221597969532013	1.0	0.9970641136169434	0.4599999785423279	0.4576228857040405
25	490	0.31922009587287903	1.0	0.9973403811454773	0.4699999988079071	0.4629124402999878
25	500	0.3164116442203522	1.0	0.997502863407135	0.4699999988079071	0.46523481607437134
25	510	0.31373465061187744	1.0	0.9976614117622375	0.47999998927116394	0.46968916058540344
25	520	0.3111869692802429	1.0	0.9977864027023315	0.4699999988079071	0.4693967401981354
25	530	0.30873388051986694	1.0	0.9979106187820435	0.4699999988079071	0.47074347734451294
25	540	0.3063769042491913	1.0	0.9980257749557495	0.4599999785423279	0.4725896418094635
25	550	0.30410733819007874	1.0	0.9981256127357483	0.4599999785423279	0.45647406578063965
25	560	0.30189916491508484	1.0	0.9982055425643921	0.4599999785423279	0.45398470759391785
25	570	0.2997387647628784	1.0	0.9982848763465881	0.4599999785423279	0.45497313141822815
25	580	0.2976304888725281	1.0	0.9983706474304199	0.4699999988079071	0.45765939354896545
25	590	0.29556572437286377	1.0	0.9984458684921265	0.44999998807907104	0.45326149463653564
25	600	0.29354822635650635	1.0	0.9985136389732361	0.44999998807907104	0.4508887529373169
25	610	0.2915782034397125	1.0	0.998581051826477	0.4599999785423279	0.4519159495830536
25	620	0.28965622186660767	1.0	0.9986445307731628	0.4599999785423279	0.45312491059303284
25	630	0.28778183460235596	1.0	0.9987019300460815	0.4699999988079071	0.4640660285949707
25	640	0.28594544529914856	1.0	0.9987586736679077	0.4699999988079071	0.4661094546318054
25	650	0.28414782881736755	1.0	0.9988166689872742	0.4699999988079071	0.46582120656967163
25	660	0.28240320086479187	1.0	0.9988662004470825	0.4699999988079071	0.4648981988430023
25	670	0.28069809079170227	1.0	0.9989020824432373	0.4699999988079071	0.46489378809928894
25	680	0.2790277600288391	1.0	0.9989432096481323	0.4699999988079071	0.46534445881843567
25	690	0.27738845348358154	1.0	0.9989834427833557	0.4699999988079071	0.46641257405281067
25	700	0.27577918767929077	1.0	0.9990260601043701	0.4699999988079071	0.4632800221443176
25	710	0.2742099165916443	1.0	0.999060332775116	0.4599999785423279	0.4550236165523529
25	720	0.27268195152282715	1.0	0.9990946650505066	0.44999998807907104	0.4541943669319153
25	730	0.2712119221687317	1.0	0.9991284012794495	0.44999998807907104	0.45126867294311523
25	740	0.2698116898536682	1.0	0.9991589188575745	0.44999998807907104	0.44818776845932007
25	750	0.2684685289859772	1.0	0.9992004036903381	0.4399999976158142	0.437568724155426
25	760	0.2671942710876465	1.0	0.9992690682411194	0.4399999976158142	0.43523725867271423
25	770	0.2659590542316437	1.0	0.9992939829826355	0.4399999976158142	0.4348229467868805
25	780	0.26477372646331787	1.0	0.9993163347244263	0.429999977350235	0.4282483458518982
25	790	0.26364192366600037	1.0	0.9993466734886169	0.429999977350235	0.42939889430999756
25	800	0.26245740056037903	1.0	0.9993693828582764	0.429999977350235	0.42752107977867126
25	810	0.26134008169174194	1.0	0.9993882775306702	0.41999998688697815	0.42298251390457153
25	820	0.26027607917785645	1.0	0.9994054436683655	0.4099999964237213	0.41188085079193115
25	830	0.2592390775680542	1.0	0.9994253516197205	0.41999998688697815	0.4150787889957428
25	840	0.2582332193851471	1.0	0.9994429349899292	0.4099999964237213	0.41298606991767883
25	850	0.2572462856769562	1.0	0.999457836151123	0.4099999964237213	0.411690890789032
25	860	0.25627601146698	1.0	0.9994746446609497	0.4099999964237213	0.4074067175388336
25	870	0.25532153248786926	1.0	0.9994880557060242	0.41999998688697815	0.40755560994148254
25	880	0.25437629222869873	1.0	0.9994997382164001	0.3999999761581421	0.4028850495815277
25	890	0.2534542679786682	1.0	0.9995155334472656	0.4099999964237213	0.403365820646286
25	900	0.2525745630264282	1.0	0.9995262026786804	0.3999999761581421	0.3995678722858429
25	910	0.2516363561153412	1.0	0.9995419383049011	0.3999999761581421	0.3910301923751831
