xtype	sim_id	trial	strategy	p
gradual	20	18	2	0.013754083
gradual	20	18	3	0.98624593
gradual	20	19	0	0.0
gradual	20	19	1	2.3873672e-11
gradual	20	19	2	0.0106176445
gradual	20	19	3	0.9893824
gradual	20	20	0	0.0
gradual	20	20	1	6.58965e-12
gradual	20	20	2	0.00819643
gradual	20	20	3	0.9918036
gradual	20	21	0	0.0
gradual	20	21	1	1.8188859e-12
gradual	20	21	2	0.006327342
gradual	20	21	3	0.99367267
gradual	20	22	0	0.0
gradual	20	22	1	5.0205185e-13
gradual	20	22	2	0.0048844744
gradual	20	22	3	0.9951155
gradual	20	23	0	0.0
gradual	20	23	1	1.3857717e-13
gradual	20	23	2	0.003770634
gradual	20	23	3	0.99622935
gradual	20	24	0	0.0
gradual	20	24	1	3.8250294e-14
gradual	20	24	2	0.0029107905
gradual	20	24	3	0.9970892
gradual	21	0	0	0.0
gradual	21	0	1	0.0
gradual	21	0	2	1.0
gradual	21	0	3	0.0
gradual	21	1	0	0.0
gradual	21	1	1	0.0
gradual	21	1	2	0.7719631
gradual	21	1	3	0.22803691
gradual	21	2	0	0.0
gradual	21	2	1	0.0
gradual	21	2	2	0.59592706
gradual	21	2	3	0.404073
gradual	21	3	0	0.0
gradual	21	3	1	0.0
gradual	21	3	2	0.4600337
gradual	21	3	3	0.53996634
gradual	21	4	0	0.0
gradual	21	4	1	0.0
gradual	21	4	2	0.35512906
gradual	21	4	3	0.644871
gradual	21	5	0	0.0
gradual	21	5	1	0.0
gradual	21	5	2	0.27414653
gradual	21	5	3	0.72585356
gradual	21	6	0	0.0
gradual	21	6	1	0.0
gradual	21	6	2	0.21163101
gradual	21	6	3	0.78836906
gradual	21	7	0	0.0
gradual	21	7	1	0.0
gradual	21	7	2	0.16337134
gradual	21	7	3	0.83662874
gradual	21	8	0	0.0
gradual	21	8	1	0.0
gradual	21	8	2	0.12611665
gradual	21	8	3	0.8738834
gradual	21	9	0	0.0
gradual	21	9	1	0.0
gradual	21	9	2	0.0973574
gradual	21	9	3	0.90264267
gradual	21	10	0	0.0
gradual	21	10	1	0.0
gradual	21	10	2	0.07515632
gradual	21	10	3	0.9248437
gradual	21	11	0	0.0
gradual	21	11	1	0.0
gradual	21	11	2	0.05801791
gradual	21	11	3	0.94198215
gradual	21	12	0	0.0
gradual	21	12	1	0.0
gradual	21	12	2	0.044787686
gradual	21	12	3	0.95521235
gradual	21	13	0	0.0
gradual	21	13	1	0.0
gradual	21	13	2	0.03457444
gradual	21	13	3	0.9654256
gradual	21	14	0	0.0
gradual	21	14	1	0.0
gradual	21	14	2	0.026690194
gradual	21	14	3	0.9733099
gradual	21	15	0	0.0
gradual	21	15	1	0.0
gradual	21	15	2	0.020603845
gradual	21	15	3	0.9793962
gradual	21	16	0	0.0
gradual	21	16	1	0.0
gradual	21	16	2	0.015905408
gradual	21	16	3	0.9840947
gradual	21	17	0	0.0
gradual	21	17	1	0.0
gradual	21	17	2	0.012278388
gradual	21	17	3	0.9877217
gradual	21	18	0	0.0
gradual	21	18	1	0.0
gradual	21	18	2	0.009478463
gradual	21	18	3	0.9905216
gradual	21	19	0	0.0
gradual	21	19	1	0.0
gradual	21	19	2	0.007317024
gradual	21	19	3	0.99268305
gradual	21	20	0	0.0
gradual	21	20	1	0.0
gradual	21	20	2	0.0056484723
gradual	21	20	3	0.9943516
gradual	21	21	0	0.0
gradual	21	21	1	0.0
gradual	21	21	2	0.0043604122
gradual	21	21	3	0.9956397
gradual	21	22	0	0.0
gradual	21	22	1	0.0
gradual	21	22	2	0.0033660776
gradual	21	22	3	0.996634
gradual	21	23	0	0.0
gradual	21	23	1	0.0
gradual	21	23	2	0.0025984878
gradual	21	23	3	0.9974016
gradual	21	24	0	0.0
gradual	21	24	1	0.0
gradual	21	24	2	0.0020059368
gradual	21	24	3	0.9979941
gradual	22	0	0	0.0
gradual	22	0	1	1.0
gradual	22	0	2	0.0
gradual	22	0	3	0.0
gradual	22	1	0	0.0
gradual	22	1	1	0.27602163
gradual	22	1	2	0.7196548
gradual	22	1	3	0.004323576
gradual	22	2	0	0.0
gradual	22	2	1	0.07618794
gradual	22	2	2	0.7541872
gradual	22	2	3	0.16962484
gradual	22	3	0	0.0
gradual	22	3	1	0.021029519
gradual	22	3	2	0.6370337
gradual	22	3	3	0.34193677
gradual	22	4	0	0.0
gradual	22	4	1	0.005804602
gradual	22	4	2	0.5069005
gradual	22	4	3	0.4872949
gradual	22	5	0	0.0
gradual	22	5	1	0.0016021957
gradual	22	5	2	0.3954858
gradual	22	5	3	0.602912
gradual	22	6	0	0.0
gradual	22	6	1	0.00044224065
gradual	22	6	2	0.30645347
gradual	22	6	3	0.69310427
gradual	22	7	0	0.0
gradual	22	7	1	0.000122067984
gradual	22	7	2	0.23688903
gradual	22	7	3	0.76298887
gradual	22	8	0	0.0
gradual	22	8	1	3.3693403e-05
gradual	22	8	2	0.18295744
gradual	22	8	3	0.81700885
gradual	22	9	0	0.0
gradual	22	9	1	9.300108e-06
gradual	22	9	2	0.14126064
gradual	22	9	3	0.8587301
gradual	22	10	0	0.0
gradual	22	10	1	2.567031e-06
gradual	22	10	2	0.10905469
gradual	22	10	3	0.89094275
gradual	22	11	0	0.0
gradual	22	11	1	7.085561e-07
gradual	22	11	2	0.08418805
gradual	22	11	3	0.91581124
gradual	22	12	0	0.0
gradual	22	12	1	1.9557682e-07
gradual	22	12	2	0.06499058
gradual	22	12	3	0.93500924
gradual	22	13	0	0.0
gradual	22	13	1	5.398343e-08
gradual	22	13	2	0.050170474
gradual	22	13	3	0.9498295
gradual	22	14	0	0.0
gradual	22	14	1	1.49005945e-08
gradual	22	14	2	0.038729794
gradual	22	14	3	0.9612702
gradual	22	15	0	0.0
gradual	22	15	1	4.1128865e-09
gradual	22	15	2	0.029897984
gradual	22	15	3	0.970102
gradual	22	16	0	0.0
gradual	22	16	1	1.1352457e-09
gradual	22	16	2	0.023080144
gradual	22	16	3	0.97691983
gradual	22	17	0	0.0
gradual	22	17	1	3.1335237e-10
gradual	22	17	2	0.01781702
gradual	22	17	3	0.982183
gradual	22	18	0	0.0
gradual	22	18	1	8.6492036e-11
gradual	22	18	2	0.013754083
gradual	22	18	3	0.98624593
gradual	22	19	0	0.0
gradual	22	19	1	2.3873672e-11
gradual	22	19	2	0.0106176445
gradual	22	19	3	0.9893824
gradual	22	20	0	0.0
gradual	22	20	1	6.58965e-12
gradual	22	20	2	0.00819643
gradual	22	20	3	0.9918036
gradual	22	21	0	0.0
gradual	22	21	1	1.8188859e-12
gradual	22	21	2	0.006327342
gradual	22	21	3	0.99367267
gradual	22	22	0	0.0
gradual	22	22	1	5.0205185e-13
gradual	22	22	2	0.0048844744
gradual	22	22	3	0.9951155
gradual	22	23	0	0.0
gradual	22	23	1	1.3857717e-13
gradual	22	23	2	0.003770634
gradual	22	23	3	0.99622935
gradual	22	24	0	0.0
gradual	22	24	1	3.8250294e-14
gradual	22	24	2	0.0029107905
gradual	22	24	3	0.9970892
gradual	23	0	0	0.0
gradual	23	0	1	0.0
gradual	23	0	2	1.0
gradual	23	0	3	0.0
gradual	23	1	0	0.0
gradual	23	1	1	0.0
gradual	23	1	2	0.7719631
gradual	23	1	3	0.22803691
gradual	23	2	0	0.0
gradual	23	2	1	0.0
gradual	23	2	2	0.59592706
gradual	23	2	3	0.404073
gradual	23	3	0	0.0
gradual	23	3	1	0.0
gradual	23	3	2	0.4600337
gradual	23	3	3	0.53996634
gradual	23	4	0	0.0
gradual	23	4	1	0.0
gradual	23	4	2	0.35512906
gradual	23	4	3	0.644871
gradual	23	5	0	0.0
gradual	23	5	1	0.0
gradual	23	5	2	0.27414653
gradual	23	5	3	0.72585356
gradual	23	6	0	0.0
gradual	23	6	1	0.0
gradual	23	6	2	0.21163101
gradual	23	6	3	0.78836906
gradual	23	7	0	0.0
gradual	23	7	1	0.0
gradual	23	7	2	0.16337134
gradual	23	7	3	0.83662874
gradual	23	8	0	0.0
gradual	23	8	1	0.0
gradual	23	8	2	0.12611665
gradual	23	8	3	0.8738834
gradual	23	9	0	0.0
gradual	23	9	1	0.0
gradual	23	9	2	0.0973574
gradual	23	9	3	0.90264267
gradual	23	10	0	0.0
gradual	23	10	1	0.0
gradual	23	10	2	0.07515632
gradual	23	10	3	0.9248437
gradual	23	11	0	0.0
gradual	23	11	1	0.0
gradual	23	11	2	0.05801791
gradual	23	11	3	0.94198215
gradual	23	12	0	0.0
gradual	23	12	1	0.0
gradual	23	12	2	0.044787686
gradual	23	12	3	0.95521235
gradual	23	13	0	0.0
gradual	23	13	1	0.0
gradual	23	13	2	0.03457444
gradual	23	13	3	0.9654256
gradual	23	14	0	0.0
gradual	23	14	1	0.0
gradual	23	14	2	0.026690194
gradual	23	14	3	0.9733099
gradual	23	15	0	0.0
gradual	23	15	1	0.0
gradual	23	15	2	0.020603845
gradual	23	15	3	0.9793962
gradual	23	16	0	0.0
gradual	23	16	1	0.0
gradual	23	16	2	0.015905408
gradual	23	16	3	0.9840947
gradual	23	17	0	0.0
gradual	23	17	1	0.0
gradual	23	17	2	0.012278388
gradual	23	17	3	0.9877217
gradual	23	18	0	0.0
gradual	23	18	1	0.0
gradual	23	18	2	0.009478463
gradual	23	18	3	0.9905216
gradual	23	19	0	0.0
gradual	23	19	1	0.0
gradual	23	19	2	0.007317024
gradual	23	19	3	0.99268305
gradual	23	20	0	0.0
gradual	23	20	1	0.0
gradual	23	20	2	0.0056484723
gradual	23	20	3	0.9943516
gradual	23	21	0	0.0
gradual	23	21	1	0.0
gradual	23	21	2	0.0043604122
gradual	23	21	3	0.9956397
gradual	23	22	0	0.0
gradual	23	22	1	0.0
gradual	23	22	2	0.0033660776
gradual	23	22	3	0.996634
gradual	23	23	0	0.0
gradual	23	23	1	0.0
gradual	23	23	2	0.0025984878
gradual	23	23	3	0.9974016
gradual	23	24	0	0.0
gradual	23	24	1	0.0
gradual	23	24	2	0.0020059368
gradual	23	24	3	0.9979941
gradual	24	0	0	0.0
gradual	24	0	1	0.0
gradual	24	0	2	0.0
gradual	24	0	3	1.0
gradual	24	1	0	0.0
gradual	24	1	1	0.0
gradual	24	1	2	0.0
gradual	24	1	3	1.0
gradual	24	2	0	0.0
gradual	24	2	1	0.0
gradual	24	2	2	0.0
gradual	24	2	3	1.0
gradual	24	3	0	0.0
gradual	24	3	1	0.0
gradual	24	3	2	0.0
gradual	24	3	3	1.0
gradual	24	4	0	0.0
gradual	24	4	1	0.0
gradual	24	4	2	0.0
gradual	24	4	3	1.0
gradual	24	5	0	0.0
gradual	24	5	1	0.0
gradual	24	5	2	0.0
gradual	24	5	3	1.0
gradual	24	6	0	0.0
gradual	24	6	1	0.0
gradual	24	6	2	0.0
gradual	24	6	3	1.0
gradual	24	7	0	0.0
gradual	24	7	1	0.0
gradual	24	7	2	0.0
gradual	24	7	3	1.0
gradual	24	8	0	0.0
gradual	24	8	1	0.0
gradual	24	8	2	0.0
gradual	24	8	3	1.0
gradual	24	9	0	0.0
gradual	24	9	1	0.0
gradual	24	9	2	0.0
gradual	24	9	3	1.0
gradual	24	10	0	0.0
gradual	24	10	1	0.0
gradual	24	10	2	0.0
gradual	24	10	3	1.0
gradual	24	11	0	0.0
gradual	24	11	1	0.0
gradual	24	11	2	0.0
gradual	24	11	3	1.0
gradual	24	12	0	0.0
gradual	24	12	1	0.0
gradual	24	12	2	0.0
gradual	24	12	3	1.0
gradual	24	13	0	0.0
gradual	24	13	1	0.0
gradual	24	13	2	0.0
gradual	24	13	3	1.0
gradual	24	14	0	0.0
gradual	24	14	1	0.0
gradual	24	14	2	0.0
gradual	24	14	3	1.0
gradual	24	15	0	0.0
gradual	24	15	1	0.0
gradual	24	15	2	0.0
gradual	24	15	3	1.0
gradual	24	16	0	0.0
gradual	24	16	1	0.0
gradual	24	16	2	0.0
gradual	24	16	3	1.0
gradual	24	17	0	0.0
gradual	24	17	1	0.0
gradual	24	17	2	0.0
gradual	24	17	3	1.0
gradual	24	18	0	0.0
gradual	24	18	1	0.0
gradual	24	18	2	0.0
gradual	24	18	3	1.0
gradual	24	19	0	0.0
gradual	24	19	1	0.0
gradual	24	19	2	0.0
gradual	24	19	3	1.0
gradual	24	20	0	0.0
gradual	24	20	1	0.0
gradual	24	20	2	0.0
gradual	24	20	3	1.0
gradual	24	21	0	0.0
gradual	24	21	1	0.0
gradual	24	21	2	0.0
gradual	24	21	3	1.0
gradual	24	22	0	0.0
gradual	24	22	1	0.0
gradual	24	22	2	0.0
gradual	24	22	3	1.0
gradual	24	23	0	0.0
gradual	24	23	1	0.0
gradual	24	23	2	0.0
gradual	24	23	3	1.0
gradual	24	24	0	0.0
gradual	24	24	1	0.0
gradual	24	24	2	0.0
gradual	24	24	3	1.0
gradual	25	0	0	0.0
gradual	25	0	1	0.0
gradual	25	0	2	1.0
gradual	25	0	3	0.0
gradual	25	1	0	0.0
gradual	25	1	1	0.0
gradual	25	1	2	0.7719631
gradual	25	1	3	0.22803691
gradual	25	2	0	0.0
gradual	25	2	1	0.0
gradual	25	2	2	0.59592706
gradual	25	2	3	0.404073
gradual	25	3	0	0.0
gradual	25	3	1	0.0
gradual	25	3	2	0.4600337
gradual	25	3	3	0.53996634
gradual	25	4	0	0.0
gradual	25	4	1	0.0
gradual	25	4	2	0.35512906
gradual	25	4	3	0.644871
gradual	25	5	0	0.0
gradual	25	5	1	0.0
gradual	25	5	2	0.27414653
gradual	25	5	3	0.72585356
gradual	25	6	0	0.0
gradual	25	6	1	0.0
gradual	25	6	2	0.21163101
gradual	25	6	3	0.78836906
gradual	25	7	0	0.0
gradual	25	7	1	0.0
gradual	25	7	2	0.16337134
gradual	25	7	3	0.83662874
gradual	25	8	0	0.0
gradual	25	8	1	0.0
gradual	25	8	2	0.12611665
gradual	25	8	3	0.8738834
gradual	25	9	0	0.0
gradual	25	9	1	0.0
gradual	25	9	2	0.0973574
gradual	25	9	3	0.90264267
gradual	25	10	0	0.0
gradual	25	10	1	0.0
gradual	25	10	2	0.07515632
gradual	25	10	3	0.9248437
gradual	25	11	0	0.0
gradual	25	11	1	0.0
gradual	25	11	2	0.05801791
gradual	25	11	3	0.94198215
gradual	25	12	0	0.0
gradual	25	12	1	0.0
gradual	25	12	2	0.044787686
gradual	25	12	3	0.95521235
gradual	25	13	0	0.0
gradual	25	13	1	0.0
gradual	25	13	2	0.03457444
gradual	25	13	3	0.9654256
gradual	25	14	0	0.0
gradual	25	14	1	0.0
gradual	25	14	2	0.026690194
gradual	25	14	3	0.9733099
gradual	25	15	0	0.0
gradual	25	15	1	0.0
gradual	25	15	2	0.020603845
gradual	25	15	3	0.9793962
gradual	25	16	0	0.0
gradual	25	16	1	0.0
gradual	25	16	2	0.015905408
gradual	25	16	3	0.9840947
gradual	25	17	0	0.0
gradual	25	17	1	0.0
gradual	25	17	2	0.012278388
gradual	25	17	3	0.9877217
gradual	25	18	0	0.0
gradual	25	18	1	0.0
gradual	25	18	2	0.009478463
gradual	25	18	3	0.9905216
gradual	25	19	0	0.0
gradual	25	19	1	0.0
gradual	25	19	2	0.007317024
gradual	25	19	3	0.99268305
gradual	25	20	0	0.0
gradual	25	20	1	0.0
gradual	25	20	2	0.0056484723
gradual	25	20	3	0.9943516
gradual	25	21	0	0.0
gradual	25	21	1	0.0
gradual	25	21	2	0.0043604122
gradual	25	21	3	0.9956397
gradual	25	22	0	0.0
gradual	25	22	1	0.0
gradual	25	22	2	0.0033660776
gradual	25	22	3	0.996634
gradual	25	23	0	0.0
gradual	25	23	1	0.0
gradual	25	23	2	0.0025984878
gradual	25	23	3	0.9974016
gradual	25	24	0	0.0
gradual	25	24	1	0.0
gradual	25	24	2	0.0020059368
gradual	25	24	3	0.9979941
gradual	26	0	0	0.0
gradual	26	0	1	0.0
gradual	26	0	2	0.0
gradual	26	0	3	1.0
gradual	26	1	0	0.0
gradual	26	1	1	0.0
gradual	26	1	2	0.0
gradual	26	1	3	1.0
gradual	26	2	0	0.0
gradual	26	2	1	0.0
gradual	26	2	2	0.0
gradual	26	2	3	1.0
gradual	26	3	0	0.0
gradual	26	3	1	0.0
gradual	26	3	2	0.0
gradual	26	3	3	1.0
gradual	26	4	0	0.0
gradual	26	4	1	0.0
gradual	26	4	2	0.0
gradual	26	4	3	1.0
gradual	26	5	0	0.0
gradual	26	5	1	0.0
gradual	26	5	2	0.0
gradual	26	5	3	1.0
gradual	26	6	0	0.0
gradual	26	6	1	0.0
gradual	26	6	2	0.0
gradual	26	6	3	1.0
gradual	26	7	0	0.0
gradual	26	7	1	0.0
gradual	26	7	2	0.0
gradual	26	7	3	1.0
gradual	26	8	0	0.0
gradual	26	8	1	0.0
gradual	26	8	2	0.0
gradual	26	8	3	1.0
gradual	26	9	0	0.0
gradual	26	9	1	0.0
gradual	26	9	2	0.0
gradual	26	9	3	1.0
gradual	26	10	0	0.0
gradual	26	10	1	0.0
gradual	26	10	2	0.0
gradual	26	10	3	1.0
gradual	26	11	0	0.0
gradual	26	11	1	0.0
gradual	26	11	2	0.0
gradual	26	11	3	1.0
gradual	26	12	0	0.0
gradual	26	12	1	0.0
gradual	26	12	2	0.0
gradual	26	12	3	1.0
gradual	26	13	0	0.0
gradual	26	13	1	0.0
gradual	26	13	2	0.0
gradual	26	13	3	1.0
gradual	26	14	0	0.0
gradual	26	14	1	0.0
gradual	26	14	2	0.0
gradual	26	14	3	1.0
gradual	26	15	0	0.0
gradual	26	15	1	0.0
gradual	26	15	2	0.0
gradual	26	15	3	1.0
gradual	26	16	0	0.0
gradual	26	16	1	0.0
gradual	26	16	2	0.0
gradual	26	16	3	1.0
gradual	26	17	0	0.0
gradual	26	17	1	0.0
gradual	26	17	2	0.0
gradual	26	17	3	1.0
gradual	26	18	0	0.0
gradual	26	18	1	0.0
gradual	26	18	2	0.0
gradual	26	18	3	1.0
gradual	26	19	0	0.0
gradual	26	19	1	0.0
gradual	26	19	2	0.0
gradual	26	19	3	1.0
gradual	26	20	0	0.0
gradual	26	20	1	0.0
gradual	26	20	2	0.0
gradual	26	20	3	1.0
gradual	26	21	0	0.0
gradual	26	21	1	0.0
gradual	26	21	2	0.0
gradual	26	21	3	1.0
gradual	26	22	0	0.0
gradual	26	22	1	0.0
gradual	26	22	2	0.0
gradual	26	22	3	1.0
gradual	26	23	0	0.0
gradual	26	23	1	0.0
gradual	26	23	2	0.0
gradual	26	23	3	1.0
gradual	26	24	0	0.0
gradual	26	24	1	0.0
gradual	26	24	2	0.0
gradual	26	24	3	1.0
gradual	27	0	0	0.0
gradual	27	0	1	0.0
gradual	27	0	2	0.0
gradual	27	0	3	1.0
gradual	27	1	0	0.0
gradual	27	1	1	0.0
gradual	27	1	2	0.0
gradual	27	1	3	1.0
gradual	27	2	0	0.0
gradual	27	2	1	0.0
gradual	27	2	2	0.0
gradual	27	2	3	1.0
gradual	27	3	0	0.0
gradual	27	3	1	0.0
gradual	27	3	2	0.0
gradual	27	3	3	1.0
gradual	27	4	0	0.0
gradual	27	4	1	0.0
gradual	27	4	2	0.0
gradual	27	4	3	1.0
gradual	27	5	0	0.0
gradual	27	5	1	0.0
gradual	27	5	2	0.0
gradual	27	5	3	1.0
gradual	27	6	0	0.0
gradual	27	6	1	0.0
gradual	27	6	2	0.0
gradual	27	6	3	1.0
gradual	27	7	0	0.0
gradual	27	7	1	0.0
gradual	27	7	2	0.0
gradual	27	7	3	1.0
gradual	27	8	0	0.0
gradual	27	8	1	0.0
gradual	27	8	2	0.0
gradual	27	8	3	1.0
gradual	27	9	0	0.0
gradual	27	9	1	0.0
gradual	27	9	2	0.0
gradual	27	9	3	1.0
gradual	27	10	0	0.0
gradual	27	10	1	0.0
gradual	27	10	2	0.0
gradual	27	10	3	1.0
gradual	27	11	0	0.0
gradual	27	11	1	0.0
gradual	27	11	2	0.0
gradual	27	11	3	1.0
gradual	27	12	0	0.0
gradual	27	12	1	0.0
gradual	27	12	2	0.0
gradual	27	12	3	1.0
gradual	27	13	0	0.0
gradual	27	13	1	0.0
gradual	27	13	2	0.0
gradual	27	13	3	1.0
gradual	27	14	0	0.0
gradual	27	14	1	0.0
gradual	27	14	2	0.0
gradual	27	14	3	1.0
gradual	27	15	0	0.0
gradual	27	15	1	0.0
gradual	27	15	2	0.0
gradual	27	15	3	1.0
gradual	27	16	0	0.0
gradual	27	16	1	0.0
gradual	27	16	2	0.0
gradual	27	16	3	1.0
gradual	27	17	0	0.0
gradual	27	17	1	0.0
gradual	27	17	2	0.0
gradual	27	17	3	1.0
gradual	27	18	0	0.0
gradual	27	18	1	0.0
gradual	27	18	2	0.0
gradual	27	18	3	1.0
gradual	27	19	0	0.0
gradual	27	19	1	0.0
gradual	27	19	2	0.0
gradual	27	19	3	1.0
gradual	27	20	0	0.0
gradual	27	20	1	0.0
gradual	27	20	2	0.0
gradual	27	20	3	1.0
gradual	27	21	0	0.0
gradual	27	21	1	0.0
gradual	27	21	2	0.0
gradual	27	21	3	1.0
gradual	27	22	0	0.0
gradual	27	22	1	0.0
gradual	27	22	2	0.0
gradual	27	22	3	1.0
gradual	27	23	0	0.0
gradual	27	23	1	0.0
gradual	27	23	2	0.0
gradual	27	23	3	1.0
gradual	27	24	0	0.0
gradual	27	24	1	0.0
gradual	27	24	2	0.0
gradual	27	24	3	1.0
gradual	28	0	0	0.0
gradual	28	0	1	0.0
gradual	28	0	2	0.0
gradual	28	0	3	1.0
gradual	28	1	0	0.0
gradual	28	1	1	0.0
gradual	28	1	2	0.0
gradual	28	1	3	1.0
gradual	28	2	0	0.0
gradual	28	2	1	0.0
gradual	28	2	2	0.0
gradual	28	2	3	1.0
gradual	28	3	0	0.0
gradual	28	3	1	0.0
gradual	28	3	2	0.0
gradual	28	3	3	1.0
gradual	28	4	0	0.0
gradual	28	4	1	0.0
gradual	28	4	2	0.0
gradual	28	4	3	1.0
gradual	28	5	0	0.0
gradual	28	5	1	0.0
gradual	28	5	2	0.0
gradual	28	5	3	1.0
gradual	28	6	0	0.0
gradual	28	6	1	0.0
gradual	28	6	2	0.0
gradual	28	6	3	1.0
gradual	28	7	0	0.0
gradual	28	7	1	0.0
gradual	28	7	2	0.0
gradual	28	7	3	1.0
gradual	28	8	0	0.0
gradual	28	8	1	0.0
gradual	28	8	2	0.0
gradual	28	8	3	1.0
gradual	28	9	0	0.0
gradual	28	9	1	0.0
gradual	28	9	2	0.0
gradual	28	9	3	1.0
gradual	28	10	0	0.0
gradual	28	10	1	0.0
gradual	28	10	2	0.0
gradual	28	10	3	1.0
gradual	28	11	0	0.0
gradual	28	11	1	0.0
gradual	28	11	2	0.0
gradual	28	11	3	1.0
gradual	28	12	0	0.0
gradual	28	12	1	0.0
gradual	28	12	2	0.0
gradual	28	12	3	1.0
gradual	28	13	0	0.0
gradual	28	13	1	0.0
gradual	28	13	2	0.0
gradual	28	13	3	1.0
gradual	28	14	0	0.0
gradual	28	14	1	0.0
gradual	28	14	2	0.0
gradual	28	14	3	1.0
gradual	28	15	0	0.0
gradual	28	15	1	0.0
gradual	28	15	2	0.0
gradual	28	15	3	1.0
gradual	28	16	0	0.0
gradual	28	16	1	0.0
gradual	28	16	2	0.0
gradual	28	16	3	1.0
gradual	28	17	0	0.0
gradual	28	17	1	0.0
gradual	28	17	2	0.0
gradual	28	17	3	1.0
gradual	28	18	0	0.0
gradual	28	18	1	0.0
gradual	28	18	2	0.0
gradual	28	18	3	1.0
gradual	28	19	0	0.0
gradual	28	19	1	0.0
gradual	28	19	2	0.0
gradual	28	19	3	1.0
gradual	28	20	0	0.0
gradual	28	20	1	0.0
gradual	28	20	2	0.0
gradual	28	20	3	1.0
gradual	28	21	0	0.0
gradual	28	21	1	0.0
gradual	28	21	2	0.0
gradual	28	21	3	1.0
gradual	28	22	0	0.0
gradual	28	22	1	0.0
gradual	28	22	2	0.0
gradual	28	22	3	1.0
gradual	28	23	0	0.0
gradual	28	23	1	0.0
gradual	28	23	2	0.0
gradual	28	23	3	1.0
gradual	28	24	0	0.0
gradual	28	24	1	0.0
gradual	28	24	2	0.0
gradual	28	24	3	1.0
gradual	29	0	0	0.0
gradual	29	0	1	1.0
gradual	29	0	2	0.0
gradual	29	0	3	0.0
gradual	29	1	0	0.0
gradual	29	1	1	0.27602163
gradual	29	1	2	0.7196548
gradual	29	1	3	0.004323576
gradual	29	2	0	0.0
gradual	29	2	1	0.07618794
gradual	29	2	2	0.7541872
gradual	29	2	3	0.16962484
gradual	29	3	0	0.0
gradual	29	3	1	0.021029519
gradual	29	3	2	0.6370337
gradual	29	3	3	0.34193677
gradual	29	4	0	0.0
gradual	29	4	1	0.005804602
gradual	29	4	2	0.5069005
gradual	29	4	3	0.4872949
gradual	29	5	0	0.0
gradual	29	5	1	0.0016021957
gradual	29	5	2	0.3954858
gradual	29	5	3	0.602912
gradual	29	6	0	0.0
gradual	29	6	1	0.00044224065
gradual	29	6	2	0.30645347
gradual	29	6	3	0.69310427
gradual	29	7	0	0.0
gradual	29	7	1	0.000122067984
gradual	29	7	2	0.23688903
gradual	29	7	3	0.76298887
gradual	29	8	0	0.0
gradual	29	8	1	3.3693403e-05
gradual	29	8	2	0.18295744
gradual	29	8	3	0.81700885
gradual	29	9	0	0.0
gradual	29	9	1	9.300108e-06
gradual	29	9	2	0.14126064
gradual	29	9	3	0.8587301
gradual	29	10	0	0.0
gradual	29	10	1	2.567031e-06
gradual	29	10	2	0.10905469
gradual	29	10	3	0.89094275
gradual	29	11	0	0.0
gradual	29	11	1	7.085561e-07
gradual	29	11	2	0.08418805
gradual	29	11	3	0.91581124
gradual	29	12	0	0.0
gradual	29	12	1	1.9557682e-07
gradual	29	12	2	0.06499058
gradual	29	12	3	0.93500924
gradual	29	13	0	0.0
gradual	29	13	1	5.398343e-08
gradual	29	13	2	0.050170474
gradual	29	13	3	0.9498295
gradual	29	14	0	0.0
gradual	29	14	1	1.49005945e-08
gradual	29	14	2	0.038729794
gradual	29	14	3	0.9612702
gradual	29	15	0	0.0
gradual	29	15	1	4.1128865e-09
gradual	29	15	2	0.029897984
gradual	29	15	3	0.970102
gradual	29	16	0	0.0
gradual	29	16	1	1.1352457e-09
gradual	29	16	2	0.023080144
gradual	29	16	3	0.97691983
gradual	29	17	0	0.0
gradual	29	17	1	3.1335237e-10
gradual	29	17	2	0.01781702
gradual	29	17	3	0.982183
gradual	29	18	0	0.0
gradual	29	18	1	8.6492036e-11
gradual	29	18	2	0.013754083
gradual	29	18	3	0.98624593
gradual	29	19	0	0.0
gradual	29	19	1	2.3873672e-11
gradual	29	19	2	0.0106176445
gradual	29	19	3	0.9893824
gradual	29	20	0	0.0
gradual	29	20	1	6.58965e-12
gradual	29	20	2	0.00819643
gradual	29	20	3	0.9918036
gradual	29	21	0	0.0
gradual	29	21	1	1.8188859e-12
gradual	29	21	2	0.006327342
gradual	29	21	3	0.99367267
gradual	29	22	0	0.0
gradual	29	22	1	5.0205185e-13
gradual	29	22	2	0.0048844744
gradual	29	22	3	0.9951155
gradual	29	23	0	0.0
gradual	29	23	1	1.3857717e-13
gradual	29	23	2	0.003770634
gradual	29	23	3	0.99622935
gradual	29	24	0	0.0
gradual	29	24	1	3.8250294e-14
gradual	29	24	2	0.0029107905
gradual	29	24	3	0.9970892
gradual	30	0	0	0.0
gradual	30	0	1	0.0
gradual	30	0	2	1.0
gradual	30	0	3	0.0
gradual	30	1	0	0.0
gradual	30	1	1	0.0
gradual	30	1	2	0.7719631
gradual	30	1	3	0.22803691
gradual	30	2	0	0.0
gradual	30	2	1	0.0
gradual	30	2	2	0.59592706
gradual	30	2	3	0.404073
gradual	30	3	0	0.0
gradual	30	3	1	0.0
gradual	30	3	2	0.4600337
gradual	30	3	3	0.53996634
gradual	30	4	0	0.0
gradual	30	4	1	0.0
