subject_id	trial	strategy	probability
1	0	0	0.00040553554
1	1	0	2.5708944e-08
1	2	0	1.6298193e-12
1	3	0	1.0332248e-16
1	4	0	6.5501327e-21
1	5	0	4.152462e-25
1	6	0	2.6324564e-29
1	7	0	1.6688491e-33
1	8	0	1.0579709e-37
1	9	0	6.698e-42
1	10	0	0.0
1	11	0	0.0
1	12	0	0.0
1	13	0	0.0
1	14	0	0.0
1	15	0	0.0
1	16	0	0.0
1	17	0	0.0
1	18	0	0.0
1	19	0	0.0
1	20	0	0.0
1	21	0	0.0
1	22	0	0.0
1	23	0	0.0
1	24	0	0.0
2	0	0	0.00040553554
2	1	0	2.5708944e-08
2	2	0	1.6298193e-12
2	3	0	1.0332248e-16
2	4	0	6.5501327e-21
2	5	0	4.152462e-25
2	6	0	2.6324564e-29
2	7	0	1.6688491e-33
2	8	0	1.0579709e-37
2	9	0	6.698e-42
2	10	0	0.0
2	11	0	0.0
2	12	0	0.0
2	13	0	0.0
2	14	0	0.0
2	15	0	0.0
2	16	0	0.0
2	17	0	0.0
2	18	0	0.0
2	19	0	0.0
2	20	0	0.0
2	21	0	0.0
2	22	0	0.0
2	23	0	0.0
2	24	0	0.0
3	0	0	0.00040553554
3	1	0	2.5708944e-08
3	2	0	1.6298193e-12
3	3	0	1.0332248e-16
3	4	0	6.5501327e-21
3	5	0	4.152462e-25
3	6	0	2.6324564e-29
3	7	0	1.6688491e-33
3	8	0	1.0579709e-37
3	9	0	6.698e-42
3	10	0	0.0
3	11	0	0.0
3	12	0	0.0
3	13	0	0.0
3	14	0	0.0
3	15	0	0.0
3	16	0	0.0
3	17	0	0.0
3	18	0	0.0
3	19	0	0.0
3	20	0	0.0
3	21	0	0.0
3	22	0	0.0
3	23	0	0.0
3	24	0	0.0
4	0	0	0.00040553554
4	1	0	2.5708944e-08
4	2	0	1.6298193e-12
4	3	0	1.0332248e-16
4	4	0	6.5501327e-21
4	5	0	4.152462e-25
4	6	0	2.6324564e-29
4	7	0	1.6688491e-33
4	8	0	1.0579709e-37
4	9	0	6.698e-42
4	10	0	0.0
4	11	0	0.0
4	12	0	0.0
4	13	0	0.0
4	14	0	0.0
4	15	0	0.0
4	16	0	0.0
4	17	0	0.0
4	18	0	0.0
4	19	0	0.0
4	20	0	0.0
4	21	0	0.0
4	22	0	0.0
4	23	0	0.0
4	24	0	0.0
5	0	0	0.00040553554
5	1	0	2.5708944e-08
5	2	0	1.6298193e-12
5	3	0	1.0332248e-16
5	4	0	6.5501327e-21
5	5	0	4.152462e-25
5	6	0	2.6324564e-29
5	7	0	1.6688491e-33
5	8	0	1.0579709e-37
5	9	0	6.698e-42
5	10	0	0.0
5	11	0	0.0
5	12	0	0.0
5	13	0	0.0
5	14	0	0.0
5	15	0	0.0
5	16	0	0.0
5	17	0	0.0
5	18	0	0.0
5	19	0	0.0
5	20	0	0.0
5	21	0	0.0
5	22	0	0.0
5	23	0	0.0
5	24	0	0.0
6	0	0	0.00040553554
6	1	0	2.5708944e-08
6	2	0	1.6298193e-12
6	3	0	1.0332248e-16
6	4	0	6.5501327e-21
6	5	0	4.152462e-25
6	6	0	2.6324564e-29
6	7	0	1.6688491e-33
6	8	0	1.0579709e-37
6	9	0	6.698e-42
6	10	0	0.0
6	11	0	0.0
6	12	0	0.0
6	13	0	0.0
6	14	0	0.0
6	15	0	0.0
6	16	0	0.0
6	17	0	0.0
6	18	0	0.0
6	19	0	0.0
6	20	0	0.0
6	21	0	0.0
6	22	0	0.0
6	23	0	0.0
6	24	0	0.0
7	0	0	0.00040553554
7	1	0	2.5708944e-08
7	2	0	1.6298193e-12
7	3	0	1.0332248e-16
7	4	0	6.5501327e-21
7	5	0	4.152462e-25
7	6	0	2.6324564e-29
7	7	0	1.6688491e-33
7	8	0	1.0579709e-37
7	9	0	6.698e-42
7	10	0	0.0
7	11	0	0.0
7	12	0	0.0
7	13	0	0.0
7	14	0	0.0
7	15	0	0.0
7	16	0	0.0
7	17	0	0.0
7	18	0	0.0
7	19	0	0.0
7	20	0	0.0
7	21	0	0.0
7	22	0	0.0
7	23	0	0.0
7	24	0	0.0
8	0	0	0.00040553554
8	1	0	2.5708944e-08
8	2	0	1.6298193e-12
8	3	0	1.0332248e-16
8	4	0	6.5501327e-21
8	5	0	4.152462e-25
8	6	0	2.6324564e-29
8	7	0	1.6688491e-33
8	8	0	1.0579709e-37
8	9	0	6.698e-42
8	10	0	0.0
8	11	0	0.0
8	12	0	0.0
8	13	0	0.0
8	14	0	0.0
8	15	0	0.0
8	16	0	0.0
8	17	0	0.0
8	18	0	0.0
8	19	0	0.0
8	20	0	0.0
8	21	0	0.0
8	22	0	0.0
8	23	0	0.0
8	24	0	0.0
9	0	0	0.00040553554
9	1	0	2.5708944e-08
9	2	0	1.6298193e-12
9	3	0	1.0332248e-16
9	4	0	6.5501327e-21
9	5	0	4.152462e-25
9	6	0	2.6324564e-29
9	7	0	1.6688491e-33
9	8	0	1.0579709e-37
9	9	0	6.698e-42
9	10	0	0.0
9	11	0	0.0
9	12	0	0.0
9	13	0	0.0
9	14	0	0.0
9	15	0	0.0
9	16	0	0.0
9	17	0	0.0
9	18	0	0.0
9	19	0	0.0
9	20	0	0.0
9	21	0	0.0
9	22	0	0.0
9	23	0	0.0
9	24	0	0.0
10	0	0	0.00040553554
10	1	0	2.5708944e-08
10	2	0	1.6298193e-12
10	3	0	1.0332248e-16
10	4	0	6.5501327e-21
10	5	0	4.152462e-25
10	6	0	2.6324564e-29
10	7	0	1.6688491e-33
10	8	0	1.0579709e-37
10	9	0	6.698e-42
10	10	0	0.0
10	11	0	0.0
10	12	0	0.0
10	13	0	0.0
10	14	0	0.0
10	15	0	0.0
10	16	0	0.0
10	17	0	0.0
10	18	0	0.0
10	19	0	0.0
10	20	0	0.0
10	21	0	0.0
10	22	0	0.0
10	23	0	0.0
10	24	0	0.0
11	0	0	0.00040553554
11	1	0	2.5708944e-08
11	2	0	1.6298193e-12
11	3	0	1.0332248e-16
11	4	0	6.5501327e-21
11	5	0	4.152462e-25
11	6	0	2.6324564e-29
11	7	0	1.6688491e-33
11	8	0	1.0579709e-37
11	9	0	6.698e-42
11	10	0	0.0
11	11	0	0.0
11	12	0	0.0
11	13	0	0.0
11	14	0	0.0
11	15	0	0.0
11	16	0	0.0
11	17	0	0.0
11	18	0	0.0
11	19	0	0.0
11	20	0	0.0
11	21	0	0.0
11	22	0	0.0
11	23	0	0.0
11	24	0	0.0
12	0	0	0.00040553554
12	1	0	2.5708944e-08
12	2	0	1.6298193e-12
12	3	0	1.0332248e-16
12	4	0	6.5501327e-21
12	5	0	4.152462e-25
12	6	0	2.6324564e-29
12	7	0	1.6688491e-33
12	8	0	1.0579709e-37
12	9	0	6.698e-42
12	10	0	0.0
12	11	0	0.0
12	12	0	0.0
12	13	0	0.0
12	14	0	0.0
12	15	0	0.0
12	16	0	0.0
12	17	0	0.0
12	18	0	0.0
12	19	0	0.0
12	20	0	0.0
12	21	0	0.0
12	22	0	0.0
12	23	0	0.0
12	24	0	0.0
13	0	0	0.0034064262
13	1	0	2.1940615e-07
13	2	0	1.3909269e-11
13	3	0	8.8177834e-16
13	4	0	5.590039e-20
13	5	0	3.5438085e-24
13	6	0	2.2465997e-28
13	7	0	1.4242353e-32
13	8	0	9.028972e-37
13	9	0	5.723e-41
13	10	0	1e-45
13	11	0	0.0
13	12	0	0.0
13	13	0	0.0
13	14	0	0.0
13	15	0	0.0
13	16	0	0.0
13	17	0	0.0
13	18	0	0.0
13	19	0	0.0
13	20	0	0.0
13	21	0	0.0
13	22	0	0.0
13	23	0	0.0
13	24	0	0.0
14	0	0	0.1901815
14	1	0	1.2695679e-05
14	2	0	8.048433e-10
14	3	0	5.1023086e-14
14	4	0	3.2346108e-18
14	5	0	2.0505831e-22
14	6	0	1.2999694e-26
14	7	0	8.241172e-31
14	8	0	5.2245093e-35
14	9	0	3.312088e-39
14	10	0	2.03e-43
14	11	0	0.0
14	12	0	0.0
14	13	0	0.0
14	14	0	0.0
14	15	0	0.0
14	16	0	0.0
14	17	0	0.0
14	18	0	0.0
14	19	0	0.0
14	20	0	0.0
14	21	0	0.0
14	22	0	0.0
14	23	0	0.0
14	24	0	0.0
15	0	0	0.1901815
15	1	0	1.2695679e-05
15	2	0	8.048433e-10
15	3	0	5.1023086e-14
15	4	0	3.2346108e-18
15	5	0	2.0505831e-22
15	6	0	1.2999694e-26
15	7	0	8.241172e-31
15	8	0	5.2245093e-35
15	9	0	3.312088e-39
15	10	0	2.03e-43
15	11	0	0.0
15	12	0	0.0
15	13	0	0.0
15	14	0	0.0
15	15	0	0.0
15	16	0	0.0
15	17	0	0.0
15	18	0	0.0
15	19	0	0.0
15	20	0	0.0
15	21	0	0.0
15	22	0	0.0
15	23	0	0.0
15	24	0	0.0
16	0	0	0.0034064262
16	1	0	2.1940615e-07
16	2	0	1.3909269e-11
16	3	0	8.8177834e-16
16	4	0	5.590039e-20
16	5	0	3.5438085e-24
16	6	0	2.2465997e-28
16	7	0	1.4242353e-32
16	8	0	9.028972e-37
16	9	0	5.723e-41
16	10	0	1e-45
16	11	0	0.0
16	12	0	0.0
16	13	0	0.0
16	14	0	0.0
16	15	0	0.0
16	16	0	0.0
16	17	0	0.0
16	18	0	0.0
16	19	0	0.0
16	20	0	0.0
16	21	0	0.0
16	22	0	0.0
16	23	0	0.0
16	24	0	0.0
17	0	0	0.26853207
17	1	0	1.7926026e-05
17	2	0	1.1364211e-09
17	3	0	7.2043466e-14
17	4	0	4.5672004e-18
17	5	0	2.8953785e-22
17	6	0	1.835528e-26
17	7	0	1.163635e-30
17	8	0	7.376894e-35
17	9	0	4.676607e-39
17	10	0	2.9e-43
17	11	0	0.0
17	12	0	0.0
17	13	0	0.0
17	14	0	0.0
17	15	0	0.0
17	16	0	0.0
17	17	0	0.0
17	18	0	0.0
17	19	0	0.0
17	20	0	0.0
17	21	0	0.0
17	22	0	0.0
17	23	0	0.0
17	24	0	0.0
18	0	0	0.30331483
18	1	0	2.024797e-05
18	2	0	1.2836211e-09
18	3	0	8.137523e-14
18	4	0	5.1587884e-18
18	5	0	3.270416e-22
18	6	0	2.0732828e-26
18	7	0	1.3143598e-30
18	8	0	8.33242e-35
18	9	0	5.282361e-39
18	10	0	3.3e-43
18	11	0	0.0
18	12	0	0.0
18	13	0	0.0
18	14	0	0.0
18	15	0	0.0
18	16	0	0.0
18	17	0	0.0
18	18	0	0.0
18	19	0	0.0
18	20	0	0.0
18	21	0	0.0
18	22	0	0.0
18	23	0	0.0
18	24	0	0.0
19	0	0	0.022042228
19	1	0	1.4197283e-06
19	2	0	9.000373e-11
19	3	0	5.7057914e-15
19	4	0	3.61719e-19
19	5	0	2.2931191e-23
19	6	0	1.4537249e-27
19	7	0	9.2159086e-32
19	8	0	5.842446e-36
19	9	0	3.70373e-40
19	10	0	2e-44
19	11	0	0.0
19	12	0	0.0
19	13	0	0.0
19	14	0	0.0
19	15	0	0.0
19	16	0	0.0
19	17	0	0.0
19	18	0	0.0
19	19	0	0.0
19	20	0	0.0
19	21	0	0.0
19	22	0	0.0
19	23	0	0.0
19	24	0	0.0
20	0	0	0.0050340965
20	1	0	3.2978727e-07
20	2	0	2.124143e-11
20	3	0	1.346601e-15
20	4	0	8.5367876e-20
20	5	0	5.4119014e-24
20	6	0	3.4308788e-28
20	7	0	2.1750097e-32
20	8	0	1.3788527e-36
20	9	0	8.7409e-41
20	10	0	4e-45
20	11	0	0.0
20	12	0	0.0
20	13	0	0.0
20	14	0	0.0
20	15	0	0.0
20	16	0	0.0
20	17	0	0.0
20	18	0	0.0
20	19	0	0.0
20	20	0	0.0
20	21	0	0.0
20	22	0	0.0
20	23	0	0.0
20	24	0	0.0
21	0	0	0.0101786265
21	1	0	6.6680957e-07
21	2	0	4.2948835e-11
21	3	0	2.7227442e-15
21	4	0	1.7260852e-19
21	5	0	1.0942528e-23
21	6	0	6.9370254e-28
21	7	0	4.3977354e-32
21	8	0	2.7879553e-36
21	9	0	1.76736e-40
21	10	0	8e-45
21	11	0	0.0
21	12	0	0.0
21	13	0	0.0
21	14	0	0.0
21	15	0	0.0
21	16	0	0.0
21	17	0	0.0
21	18	0	0.0
21	19	0	0.0
21	20	0	0.0
21	21	0	0.0
21	22	0	0.0
21	23	0	0.0
21	24	0	0.0
22	0	0	0.0101786265
22	1	0	6.6680957e-07
22	2	0	4.2948835e-11
22	3	0	2.7227442e-15
22	4	0	1.7260852e-19
22	5	0	1.0942528e-23
22	6	0	6.9370254e-28
22	7	0	4.3977354e-32
22	8	0	2.7879553e-36
22	9	0	1.76736e-40
22	10	0	8e-45
22	11	0	0.0
22	12	0	0.0
22	13	0	0.0
22	14	0	0.0
22	15	0	0.0
22	16	0	0.0
22	17	0	0.0
22	18	0	0.0
22	19	0	0.0
22	20	0	0.0
22	21	0	0.0
22	22	0	0.0
22	23	0	0.0
22	24	0	0.0
23	0	0	0.0009132488
23	1	0	1.0666642e-07
23	2	0	1.4314043e-11
23	3	0	1.967864e-15
23	4	0	1.2891627e-19
23	5	0	8.303426e-24
23	6	0	5.263967e-28
23	7	0	3.3370965e-32
23	8	0	2.1155612e-36
23	9	0	1.34103e-40
23	10	0	6e-45
23	11	0	0.0
23	12	0	0.0
23	13	0	0.0
23	14	0	0.0
23	15	0	0.0
23	16	0	0.0
23	17	0	0.0
23	18	0	0.0
23	19	0	0.0
23	20	0	0.0
23	21	0	0.0
23	22	0	0.0
23	23	0	0.0
23	24	0	0.0
24	0	0	0.0009132488
24	1	0	1.0666642e-07
24	2	0	1.4314043e-11
24	3	0	1.967864e-15
24	4	0	1.2891627e-19
24	5	0	8.303426e-24
24	6	0	5.263967e-28
24	7	0	3.3370965e-32
24	8	0	2.1155612e-36
24	9	0	1.34103e-40
24	10	0	6e-45
24	11	0	0.0
24	12	0	0.0
24	13	0	0.0
24	14	0	0.0
24	15	0	0.0
24	16	0	0.0
24	17	0	0.0
24	18	0	0.0
24	19	0	0.0
24	20	0	0.0
24	21	0	0.0
24	22	0	0.0
