sim	subject_id	nll	percentile	model
2	59	3.731418	0.818643	hmm
2	60	3.7226617	0.82396406	hmm
2	61	0.6570353	0.13204746	hmm
2	62	3.5164647	0.90628797	hmm
2	63	2.4971464	0.7955178	hmm
2	64	1.125255	0.20937297	hmm
2	65	0.51347363	0.29546177	hmm
2	66	0.39154017	0.08403448	hmm
2	67	1.5597265	0.61300755	hmm
2	68	0.57067126	0.05222398	hmm
2	69	1.0805932	0.61083114	hmm
2	70	3.4225807	0.8200836	hmm
2	71	1.8960516	0.6595725	hmm
2	72	1.5036103	0.59117705	hmm
2	73	2.0868514	0.5895438	hmm
2	74	5.8391466	0.9385805	hmm
2	75	3.708647	0.9438112	hmm
2	76	1.3736675	0.14842145	hmm
2	77	0.71660125	0.3765679	hmm
2	78	2.136057	0.2326165	hmm
2	79	3.8859413	0.88	hmm
2	80	3.2192464	0.8424231	hmm
2	81	4.7842054	0.9453	hmm
2	82	3.5343587	0.87435913	hmm
2	83	6.216447	0.95	hmm
2	84	4.5139623	0.8740102	hmm
2	85	1.2147382	0.2386533	hmm
2	86	1.561068	0.50420296	hmm
2	87	3.848991	0.8444838	hmm
2	88	5.5574665	0.97	hmm
3	1	0.2794628	0.4249774	hmm
3	2	0.27780762	0.35880652	hmm
3	3	0.34459686	0.049201824	hmm
3	4	0.27779537	0.62277615	hmm
3	5	0.28502455	0.22561483	hmm
3	6	0.27764732	0.119878314	hmm
3	7	0.3019188	0.36285758	hmm
3	8	0.30155045	0.216903	hmm
3	9	0.28619638	0.17214796	hmm
3	10	0.3452879	0.041366525	hmm
3	11	0.27764782	0.7517228	hmm
3	12	0.28439152	0.62216604	hmm
3	13	0.31012163	0.7468948	hmm
3	14	0.5615847	0.31347948	hmm
3	15	0.6439626	0.1977775	hmm
3	16	2.4187424	0.736269	hmm
3	17	0.46746892	0.18464229	hmm
3	18	1.0591402	0.3019633	hmm
3	19	0.634219	0.35443947	hmm
3	20	2.7895265	0.8861847	hmm
3	21	0.53074074	0.61287785	hmm
3	22	2.042177	0.7582561	hmm
3	23	0.33669513	0.12086427	hmm
3	24	0.33523387	0.15596677	hmm
3	25	1.7179091	0.65031725	hmm
3	26	6.5733204	0.96	hmm
3	27	0.566331	0.4886364	hmm
3	28	0.64359975	0.13865703	hmm
3	29	0.27813542	0.17162329	hmm
3	30	0.36024773	0.117921166	hmm
3	31	0.6675708	0.05714001	hmm
3	32	1.90575	0.7146273	hmm
3	33	0.28521878	0.31790197	hmm
3	34	0.34973553	0.36239988	hmm
3	35	0.27773046	0.26849863	hmm
3	36	0.4596516	0.07124455	hmm
3	37	0.3452967	0.38776752	hmm
3	38	1.3913931	0.22192805	hmm
3	39	0.5773806	0.4466433	hmm
3	40	0.55423933	0.18571606	hmm
3	41	3.3366547	0.9370875	hmm
3	42	1.0607666	0.34725577	hmm
3	43	3.5360515	0.88987225	hmm
3	44	1.716132	0.8507987	hmm
3	45	0.35593402	0.3995637	hmm
3	46	0.5633892	0.3315948	hmm
3	47	0.5816036	0.2313542	hmm
3	48	0.95405114	0.33327866	hmm
3	49	0.3448554	0.12195642	hmm
3	50	4.339426	0.90685594	hmm
3	51	6.6177287	0.97999996	hmm
3	52	0.40764576	0.55621886	hmm
3	53	1.975447	0.7236353	hmm
3	54	3.209986	0.8729317	hmm
3	55	0.627351	0.3416826	hmm
3	56	2.380455	0.47609317	hmm
3	57	0.54113907	0.489134	hmm
3	58	2.9099078	0.8357643	hmm
3	59	0.38815227	0.36806446	hmm
3	60	0.4050697	0.035873614	hmm
3	61	3.1291769	0.8420789	hmm
3	62	3.5660958	0.8405598	hmm
3	63	0.48059	0.53852296	hmm
3	64	1.218588	0.31930855	hmm
3	65	4.9718294	0.9344627	hmm
3	66	0.432473	0.52633315	hmm
3	67	1.1519147	0.20425512	hmm
3	68	0.29571617	0.43821192	hmm
3	69	1.2754205	0.4545591	hmm
3	70	0.8799804	0.11130647	hmm
3	71	1.4505721	0.20170103	hmm
3	72	4.35799	0.9221212	hmm
3	73	1.1198845	0.5198271	hmm
3	74	0.7759652	0.14565724	hmm
3	75	0.59279	0.15517953	hmm
3	76	4.1407747	0.84000003	hmm
3	77	0.5285085	0.3977632	hmm
3	78	1.7681338	0.4502961	hmm
3	79	1.4866517	0.336079	hmm
3	80	1.725854	0.27882403	hmm
3	81	3.186151	0.78604585	hmm
3	82	3.2497869	0.8408636	hmm
3	83	3.9675658	0.93	hmm
3	84	4.848831	0.96999997	hmm
3	85	4.1316795	0.86565214	hmm
3	86	1.6773639	0.6781309	hmm
3	87	3.9984455	0.80103475	hmm
3	88	1.9132435	0.035629854	hmm
4	1	0.36320266	0.49515772	hmm
4	2	0.30493855	0.6425933	hmm
4	3	0.29382527	0.23128219	hmm
4	4	0.3671832	0.011472565	hmm
4	5	0.29404846	0.40308496	hmm
4	6	0.36281288	0.2030589	hmm
4	7	0.30069754	0.063901074	hmm
4	8	0.29545224	0.08868133	hmm
4	9	0.3627087	0.14878035	hmm
4	10	0.3175223	0.6350415	hmm
4	11	0.32186908	0.28966627	hmm
4	12	0.2939875	0.6663204	hmm
4	13	2.3928056	0.8222635	hmm
4	14	0.85088044	0.43456063	hmm
4	15	5.2121882	0.97999996	hmm
4	16	0.4859108	0.11196179	hmm
4	17	0.4136077	0.09773447	hmm
4	18	0.6055273	0.20612216	hmm
4	19	0.6192731	0.2886279	hmm
4	20	0.6495415	0.5482256	hmm
4	21	0.91142344	0.3086833	hmm
4	22	2.0554109	0.63398373	hmm
4	23	0.338032	0.5767662	hmm
4	24	3.1875641	0.8345551	hmm
4	25	1.4875454	0.68463147	hmm
4	26	0.3634023	0.021312516	hmm
4	27	0.44284672	0.56044185	hmm
4	28	0.48202404	0.37370798	hmm
4	29	0.29554132	0.41434845	hmm
4	30	3.2851846	0.78568935	hmm
4	31	1.8429211	0.706108	hmm
4	32	1.1657785	0.49583426	hmm
4	33	0.29408187	0.8175867	hmm
4	34	0.3006631	0.07486188	hmm
4	35	0.3643198	0.040306848	hmm
4	36	3.0572515	0.7845692	hmm
4	37	0.29395217	0.12890524	hmm
4	38	1.5124502	0.57625705	hmm
4	39	0.776096	0.39693037	hmm
4	40	2.9573193	0.7801082	hmm
4	41	0.3382266	0.26486212	hmm
4	42	1.0449431	0.55075437	hmm
4	43	0.53327346	0.2895958	hmm
4	44	1.476328	0.7752064	hmm
4	45	0.43343505	0.0896931	hmm
4	46	0.40798682	0.05283556	hmm
4	47	3.1860192	0.89625764	hmm
4	48	0.5524682	0.37370113	hmm
4	49	3.1830103	0.94946253	hmm
4	50	0.5036078	0.016993988	hmm
4	51	6.3774486	1.0	hmm
4	52	0.59148574	0.2571063	hmm
4	53	6.074664	0.96999997	hmm
4	54	0.5451981	0.3435763	hmm
4	55	3.317436	0.85754234	hmm
4	56	1.2158911	0.10015052	hmm
4	57	6.568992	0.9845622	hmm
4	58	2.9752262	0.8934801	hmm
4	59	0.34336635	0.41321075	hmm
4	60	1.0630484	0.6867298	hmm
4	61	3.111879	0.8132806	hmm
4	62	0.41449142	0.0793879	hmm
4	63	0.37160683	0.5766317	hmm
4	64	1.9809576	0.7290393	hmm
4	65	2.054129	0.68511325	hmm
4	66	3.145981	0.8287848	hmm
4	67	2.7712705	0.7716482	hmm
4	68	3.2917066	0.9036714	hmm
4	69	2.7809205	0.68228984	hmm
4	70	3.801098	0.7931516	hmm
4	71	1.3210826	0.1188451	hmm
4	72	1.317344	0.31167048	hmm
4	73	2.0062819	0.46881568	hmm
4	74	3.3726249	0.8043368	hmm
4	75	2.9406264	0.6905816	hmm
4	76	0.8432132	0.17185803	hmm
4	77	3.9017966	0.8637808	hmm
4	78	4.268871	0.85474133	hmm
4	79	1.2340695	0.0006726091	hmm
4	80	1.6264602	0.26124424	hmm
4	81	7.572958	0.97999996	hmm
4	82	0.5213522	0.16650318	hmm
4	83	4.3988767	0.95276195	hmm
4	84	3.4062257	0.862361	hmm
4	85	3.7439487	0.872674	hmm
4	86	1.6642283	0.4260417	hmm
4	87	1.6779926	0.29175806	hmm
4	88	1.848963	0.14081487	hmm
5	1	0.29018533	0.33356345	hmm
5	2	0.31123975	0.56015337	hmm
5	3	0.29003233	0.18554303	hmm
5	4	0.2915079	0.61117536	hmm
5	5	0.35391578	0.11506003	hmm
5	6	0.31138313	0.38994932	hmm
5	7	0.35287976	0.519745	hmm
5	8	0.31138074	0.11090495	hmm
5	9	0.2965452	0.26978675	hmm
5	10	0.29399228	0.35384655	hmm
5	11	0.29054543	0.6508572	hmm
5	12	0.35250035	0.60269225	hmm
5	13	0.3485639	0.24132597	hmm
5	14	0.7922291	0.18964958	hmm
5	15	0.37410554	0.7221799	hmm
5	16	0.5021532	0.0163315	hmm
5	17	3.9596608	0.94	hmm
5	18	0.4368544	0.3401359	hmm
5	19	1.0904431	0.7003199	hmm
5	20	2.821959	0.86798596	hmm
5	21	2.071385	0.740988	hmm
5	22	0.59442294	0.36444366	hmm
5	23	3.2136333	0.83655715	hmm
5	24	0.4078679	0.6647708	hmm
5	25	0.55112886	0.3698038	hmm
5	26	0.31201103	0.17890072	hmm
5	27	0.42424655	0.11260599	hmm
5	28	3.210077	0.77368987	hmm
5	29	0.3566514	0.4415681	hmm
5	30	0.32428592	0.44424334	hmm
5	31	1.4652865	0.67234623	hmm
5	32	0.7194799	0.4685503	hmm
5	33	0.29163384	0.3166976	hmm
5	34	0.35237145	0.5458	hmm
5	35	0.3112743	0.15296976	hmm
5	36	0.41335225	0.18739878	hmm
5	37	0.29003647	0.6900996	hmm
5	38	1.04302	0.6157213	hmm
5	39	2.524342	0.781307	hmm
5	40	2.9939332	0.7854742	hmm
5	41	1.5245607	0.6591231	hmm
5	42	1.1242516	0.030280402	hmm
5	43	0.4187557	0.5352313	hmm
5	44	1.523482	0.7941732	hmm
5	45	0.41725743	0.298967	hmm
5	46	0.5772473	0.18287773	hmm
5	47	3.3168986	0.8785024	hmm
5	48	3.2985878	0.856926	hmm
5	49	3.2230127	0.9281237	hmm
5	50	3.120214	0.8624417	hmm
5	51	0.34117258	0.46036655	hmm
5	52	0.5839258	0.14651182	hmm
5	53	2.0261915	0.59810376	hmm
5	54	2.4544673	0.70479256	hmm
5	55	3.9056814	0.8414255	hmm
5	56	1.2639924	0.24774817	hmm
5	57	3.357756	0.90679365	hmm
5	58	1.212399	0.5781454	hmm
5	59	2.821305	0.79974014	hmm
5	60	6.2687564	0.96999997	hmm
5	61	3.159524	0.7135604	hmm
5	62	2.8141594	0.76333916	hmm
5	63	2.4669127	0.76592726	hmm
5	64	0.91703665	0.03214227	hmm
5	65	0.9169179	0.38809192	hmm
5	66	3.182221	0.7745876	hmm
5	67	1.1942445	0.30243665	hmm
5	68	3.2645774	0.93314654	hmm
5	69	1.5167205	0.5667929	hmm
5	70	3.1431353	0.78361577	hmm
5	71	1.1811867	0.060831957	hmm
5	72	1.3711401	0.42063117	hmm
5	73	2.478286	0.81788516	hmm
5	74	1.0130749	0.2741392	hmm
5	75	3.360679	0.8080656	hmm
5	76	0.9860749	0.1077445	hmm
5	77	0.38807195	0.56948894	hmm
5	78	4.1808653	0.8796953	hmm
5	79	1.7193868	0.5032795	hmm
5	80	3.6587162	0.86362493	hmm
5	81	6.39767	0.93336225	hmm
5	82	0.5246758	0.4147302	hmm
5	83	3.7848449	0.88418055	hmm
5	84	2.8265364	0.77701527	hmm
5	85	1.2753606	0.45192763	hmm
5	86	1.7030015	0.7065312	hmm
5	87	2.9532664	0.7697989	hmm
5	88	5.675877	0.9313579	hmm
6	1	0.2722636	0.48401317	hmm
6	2	0.3155229	0.15422927	hmm
6	3	0.31890708	0.24855863	hmm
6	4	0.26029748	0.7009675	hmm
6	5	0.3141826	0.49471897	hmm
6	6	0.25472456	0.3862543	hmm
6	7	0.3189063	0.29293698	hmm
6	8	0.25688797	0.5389586	hmm
6	9	0.24793373	0.14280017	hmm
6	10	0.25495705	0.16361143	hmm
6	11	0.26020223	0.70181674	hmm
6	12	0.3155175	0.04423806	hmm
6	13	0.285102	0.20541325	hmm
6	14	5.1234674	0.95	hmm
6	15	0.35987228	0.533607	hmm
6	16	2.4560363	0.7351111	hmm
6	17	0.92351025	0.05939249	hmm
6	18	2.3148186	0.7518782	hmm
6	19	0.40539622	0.15204947	hmm
6	20	2.8312855	0.7660208	hmm
6	21	0.3650443	0.39679593	hmm
6	22	0.41489124	0.4105365	hmm
6	23	0.36489588	0.26649967	hmm
6	24	0.31860244	0.59889704	hmm
6	25	0.5508797	0.23211381	hmm
6	26	0.24903548	0.52641666	hmm
6	27	1.0056067	0.621659	hmm
6	28	0.42204404	0.17975773	hmm
6	29	0.24840418	0.2055222	hmm
6	30	0.40237647	0.58524686	hmm
6	31	1.408028	0.6020783	hmm
6	32	1.8922535	0.66595876	hmm
6	33	3.3991754	0.8192203	hmm
6	34	0.24859254	0.7123607	hmm
6	35	0.24772826	0.77208716	hmm
6	36	0.6386778	1.2078436e-05	hmm
6	37	3.3628197	0.90061945	hmm
6	38	0.78347504	0.25410286	hmm
6	39	0.8211021	0.13984793	hmm
6	40	0.59631807	0.3936189	hmm
6	41	1.4508625	0.69471	hmm
6	42	1.4473928	0.6269266	hmm
6	43	0.5124631	0.4233895	hmm
6	44	3.473269	0.8693099	hmm
6	45	3.4820652	0.9545176	hmm
6	46	0.55730385	0.30041978	hmm
6	47	0.5759573	0.4533686	hmm
6	48	0.91285366	0.34517658	hmm
6	49	0.31904143	0.3111032	hmm
6	50	3.5964918	0.88856196	hmm
6	51	6.1557283	0.96999997	hmm
6	52	3.4717522	0.88591063	hmm
6	53	4.0415225	0.8377693	hmm
6	54	3.317108	0.81122833	hmm
6	55	0.63375586	0.016264247	hmm
6	56	3.439825	0.79985833	hmm
6	57	0.58703166	0.3980817	hmm
6	58	1.4728202	0.22823274	hmm
6	59	0.6473491	0.110222615	hmm
6	60	0.3188998	0.19903052	hmm
6	61	3.1664171	0.8126311	hmm
6	62	0.3109185	0.041302733	hmm
6	63	0.38234797	0.40624297	hmm
6	64	2.1464224	0.68918425	hmm
6	65	5.0771065	0.97	hmm
6	66	0.43897992	0.51662403	hmm
6	67	1.5287745	0.1414597	hmm
6	68	0.56090486	0.3594276	hmm
6	69	2.8205233	0.77811164	hmm
6	70	1.1316698	0.3560689	hmm
6	71	1.5835986	0.05259441	hmm
6	72	4.263426	0.8363164	hmm
6	73	1.0886307	0.53760326	hmm
6	74	2.4696584	0.68204206	hmm
6	75	3.5954363	0.8793026	hmm
6	76	3.8449075	0.82961303	hmm
6	77	1.076626	0.20640178	hmm
6	78	1.6125875	0.04326892	hmm
6	79	1.46618	0.45863998	hmm
6	80	1.5631645	0.4099788	hmm
6	81	4.364457	0.96	hmm
6	82	0.4740615	0.57117647	hmm
6	83	4.1452804	0.86	hmm
6	84	1.5452958	0.10928008	hmm
6	85	1.6545014	0.33883265	hmm
6	86	1.8522427	0.27106196	hmm
6	87	2.0642002	0.1207805	hmm
6	88	5.064291	0.941169	hmm
7	1	0.27141726	0.07215978	hmm
7	2	0.25541806	0.24737892	hmm
7	3	0.30047026	0.58453137	hmm
7	4	0.25813383	0.32357332	hmm
7	5	0.300493	0.4891664	hmm
7	6	0.24872264	0.6196813	hmm
7	7	0.24804193	0.6189754	hmm
7	8	0.3004916	0.37254694	hmm
7	9	0.304384	0.6598574	hmm
7	10	0.24985814	0.61808425	hmm
7	11	0.3043588	0.20229454	hmm
7	12	0.26761454	0.73609525	hmm
7	13	0.289705	0.5987934	hmm
7	14	0.42999104	0.43288398	hmm
7	15	5.379861	0.9640105	hmm
7	16	2.573367	0.8185833	hmm
7	17	4.349	0.9163453	hmm
7	18	0.5705429	0.21429357	hmm
7	19	1.052886	0.5108503	hmm
7	20	0.42798716	0.10563883	hmm
7	21	2.0126529	0.6508481	hmm
7	22	0.3764365	0.27859595	hmm
7	23	0.29688382	0.067061216	hmm
7	24	0.29031914	0.6821532	hmm
7	25	1.7166713	0.74639356	hmm
7	26	0.30065054	0.41384727	hmm
7	27	2.0971944	0.6683962	hmm
7	28	0.4007996	0.55467224	hmm
7	29	0.25420028	0.46360987	hmm
7	30	0.4017712	0.44608206	hmm
7	31	1.0679166	0.22391118	hmm
7	32	0.618548	0.46297538	hmm
7	33	0.25398162	0.67804515	hmm
7	34	0.25552392	0.71457577	hmm
7	35	3.386027	0.8423305	hmm
7	36	5.621287	0.97999996	hmm
7	37	0.24874532	0.31120807	hmm
7	38	1.1380352	0.0013513159	hmm
7	39	2.5223775	0.76327896	hmm
7	40	0.62910205	0.48080504	hmm
7	41	1.4769151	0.6140393	hmm
7	42	2.020878	0.71413106	hmm
7	43	0.53062356	0.43786275	hmm
7	44	1.4623679	0.74334234	hmm
7	45	6.3190875	0.96	hmm
7	46	4.102027	0.9169336	hmm
7	47	0.29869875	0.11627149	hmm
7	48	0.4226951	0.3361252	hmm
7	49	0.24821633	0.1895327	hmm
7	50	0.65042436	0.35714954	hmm
7	51	0.2926843	0.1998268	hmm
7	52	3.4680028	0.8680057	hmm
7	53	1.9191306	0.6019707	hmm
7	54	8.730694	1.0	hmm
7	55	0.3931994	0.670996	hmm
7	56	1.5600994	0.70519865	hmm
7	57	8.9194145	0.99	hmm
7	58	1.2368903	0.38884753	hmm
7	59	0.40063003	0.48866418	hmm
7	60	0.4674016	0.032769255	hmm
7	61	0.6403961	0.43788633	hmm
7	62	3.670429	0.80872107	hmm
7	63	2.5728202	0.80553854	hmm
7	64	2.1556952	0.71924144	hmm
7	65	0.36864305	0.2315212	hmm
7	66	0.3475424	0.019158443	hmm
7	67	1.4525425	0.06711967	hmm
7	68	0.5461044	0.48301068	hmm
7	69	3.1389713	0.7312757	hmm
7	70	1.3716826	0.18116058	hmm
7	71	4.9084387	0.92	hmm
7	72	1.6065054	0.23409826	hmm
7	73	1.6379664	0.7401282	hmm
7	74	1.4365985	0.055146586	hmm
7	75	3.6361742	0.86868125	hmm
7	76	4.039193	0.8773613	hmm
7	77	0.99478894	0.09724734	hmm
7	78	4.130837	0.91	hmm
7	79	5.2105446	0.94	hmm
7	80	1.9639375	0.5315061	hmm
7	81	4.455397	0.8170326	hmm
7	82	3.3780787	0.89568603	hmm
7	83	1.7723442	0.59570163	hmm
7	84	1.5579963	0.21932465	hmm
7	85	8.062222	1.0	hmm
7	86	1.8444527	0.14448404	hmm
7	87	5.8562846	0.93458444	hmm
7	88	2.062338	0.50647163	hmm
8	1	0.2947563	0.105362475	hmm
8	2	0.33503672	0.54847693	hmm
8	3	0.33561882	0.31743082	hmm
