sim	trial	strategy	p_actual	p_predicted
102	6	3	1.0	0.9864614
102	7	0	0.0	3.131292e-30
102	7	1	0.0	2.695008e-10
102	7	2	0.0	0.0054768817
102	7	3	1.0	0.9945231
102	8	0	0.0	3.8687154e-34
102	8	1	0.0	1.3030391e-11
102	8	2	0.0	0.0022156092
102	8	3	1.0	0.9977844
102	9	0	0.0	4.7798223e-38
102	9	1	0.0	6.3002197e-13
102	9	2	0.0	0.0008962996
102	9	3	1.0	0.99910367
102	10	0	0.0	5.902e-42
102	10	1	0.0	3.0461826e-14
102	10	2	0.0	0.00036258844
102	10	3	1.0	0.9996375
102	11	0	0.0	0.0
102	11	1	0.0	1.4728588e-15
102	11	2	0.0	0.00014668198
102	11	3	1.0	0.9998533
102	12	0	0.0	0.0
102	12	1	0.0	7.121619e-17
102	12	2	0.0	5.933956e-05
102	12	3	1.0	0.99994063
102	13	0	0.0	0.0
102	13	1	0.0	3.443713e-18
102	13	2	0.0	2.4006213e-05
102	13	3	1.0	0.999976
102	14	0	0.0	0.0
102	14	1	0.0	1.6655233e-19
102	14	2	0.0	9.712522e-06
102	14	3	1.0	0.9999902
102	15	0	0.0	0.0
102	15	1	0.0	8.058624e-21
102	15	2	0.0	3.9301794e-06
102	15	3	1.0	0.99999607
102	16	0	0.0	0.0
102	16	1	0.0	3.9032954e-22
102	16	2	0.0	1.5910014e-06
102	16	3	1.0	0.9999984
102	17	0	0.0	0.0
102	17	1	0.0	1.8955482e-23
102	17	2	0.0	6.447144e-07
102	17	3	1.0	0.9999993
102	18	0	0.0	0.0
102	18	1	0.0	9.264224e-25
102	18	2	0.0	2.619052e-07
102	18	3	1.0	0.99999976
102	19	0	0.0	0.0
102	19	1	0.0	4.5978684e-26
102	19	2	0.0	1.0704426e-07
102	19	3	1.0	0.9999999
102	20	0	0.0	0.0
102	20	1	0.0	2.3648473e-27
102	20	2	0.0	4.4397108e-08
102	20	3	1.0	0.99999994
102	21	0	0.0	0.0
102	21	1	0.0	1.3129726e-28
102	21	2	0.0	1.9053934e-08
102	21	3	1.0	1.0
102	22	0	0.0	0.0
102	22	1	0.0	8.386751e-30
102	22	2	0.0	8.801653e-09
102	22	3	1.0	1.0
102	23	0	0.0	0.0
102	23	1	0.0	6.6100417e-31
102	23	2	0.0	4.6542143e-09
102	23	3	1.0	1.0
102	24	0	0.0	0.0
102	24	1	0.0	7.435915e-32
102	24	2	0.0	2.9764173e-09
102	24	3	1.0	1.0
103	0	0	0.0	0.05135819
103	0	1	1.0	0.94482857
103	0	2	0.0	0.0038121757
103	0	3	0.0	8.6637067e-07
103	1	0	0.0	1.5683217e-05
103	1	1	0.0	0.16295743
103	1	2	1.0	0.837025
103	1	3	0.0	1.7385441e-06
103	2	0	0.0	4.7893054e-09
103	2	1	0.0	0.019489199
103	2	2	1.0	0.9804949
103	2	3	0.0	1.5740387e-05
103	3	0	0.0	1.4620756e-12
103	3	1	0.0	0.0023290957
103	3	2	1.0	0.9975174
103	3	3	0.0	0.0001533249
103	4	0	0.0	4.464471e-16
103	4	1	0.0	0.0002782503
103	4	2	1.0	0.9995116
103	4	3	0.0	0.00020993954
103	5	0	0.0	1.3633686e-19
103	5	1	0.0	3.3250064e-05
103	5	2	1.0	0.9992793
103	5	3	0.0	0.0006872839
103	6	0	0.0	4.1633728e-23
103	6	1	0.0	3.973681e-06
103	6	2	1.0	0.99911547
103	6	3	0.0	0.0008804344
103	7	0	0.0	1.2706258e-26
103	7	1	0.0	4.7487578e-07
103	7	2	1.0	0.9990408
103	7	3	0.0	0.0009585734
103	8	0	0.0	3.864757e-30
103	8	1	0.0	5.6715297e-08
103	8	2	1.0	0.9990096
103	8	3	0.0	0.0009901838
103	9	0	0.0	1.1585993e-33
103	9	1	0.0	6.7502093e-09
103	9	2	1.0	0.9987437
103	9	3	0.0	0.0012561682
103	10	0	0.0	3.4645116e-37
103	10	1	0.0	7.915679e-10
103	10	2	1.0	0.99650556
103	10	3	0.0	0.0034942885
103	11	0	0.0	9.3443e-41
103	11	1	0.0	9.2613806e-11
103	11	2	1.0	0.977673
103	11	3	0.0	0.022326902
103	12	0	0.0	1.1e-44
103	12	1	0.0	9.745638e-12
103	12	2	1.0	0.9700545
103	12	3	0.0	0.029945407
103	13	0	0.0	0.0
103	13	1	0.0	4.840011e-13
103	13	2	1.0	0.90594876
103	13	3	0.0	0.094051175
103	14	0	0.0	0.0
103	14	1	0.0	2.3408306e-14
103	14	2	1.0	0.36653212
103	14	3	0.0	0.63346773
103	15	0	0.0	0.0
103	15	1	0.0	1.1326096e-15
103	15	2	1.0	0.1483175
103	15	3	0.0	0.8516823
103	16	0	0.0	0.0
103	16	1	0.0	5.4859366e-17
103	16	2	0.0	0.06004136
103	16	3	1.0	0.93995845
103	17	0	0.0	0.0
103	17	1	0.0	2.6641225e-18
103	17	2	0.0	0.024330292
103	17	3	1.0	0.9756695
103	18	0	0.0	0.0
103	18	1	0.0	1.3020522e-19
103	18	2	0.0	0.009883802
103	18	3	1.0	0.990116
103	19	0	0.0	0.0
103	19	1	0.0	6.462132e-21
103	19	2	0.0	0.0040396466
103	19	3	1.0	0.9959602
103	20	0	0.0	0.0
103	20	1	0.0	3.3237047e-22
103	20	2	0.0	0.0016754619
103	20	3	1.0	0.99832433
103	21	0	0.0	0.0
103	21	1	0.0	1.8453344e-23
103	21	2	0.0	0.0007190591
103	21	3	1.0	0.99928075
103	22	0	0.0	0.0
103	22	1	0.0	1.1787268e-24
103	22	2	0.0	0.0003321576
103	22	3	1.0	0.9996677
103	23	0	0.0	0.0
103	23	1	0.0	9.2901696e-26
103	23	2	0.0	0.00017564118
103	23	3	1.0	0.99982417
103	24	0	0.0	0.0
103	24	1	0.0	1.0450903e-26
103	24	2	0.0	0.000112324306
103	24	3	1.0	0.99988747
104	0	0	0.0	0.30455765
104	0	1	1.0	0.69538397
104	0	2	0.0	4.0610565e-05
104	0	3	0.0	1.7660988e-05
104	1	0	0.0	4.1331754e-05
104	1	1	1.0	0.9917092
104	1	2	0.0	0.008213958
104	1	3	0.0	3.5440273e-05
104	2	0	0.0	5.2598925e-09
104	2	1	0.0	0.049296033
104	2	2	1.0	0.94877136
104	2	3	0.0	0.0019325484
104	3	0	0.0	6.507379e-13
104	3	1	0.0	0.0023848703
104	3	2	0.0	0.42944932
104	3	3	1.0	0.5681658
104	4	0	0.0	8.0667117e-17
104	4	1	0.0	0.00011547598
104	4	2	0.0	0.1760294
104	4	3	1.0	0.82385504
104	5	0	0.0	1.004844e-20
104	5	1	0.0	5.6032736e-06
104	5	2	0.0	0.0714158
104	5	3	1.0	0.92857856
104	6	0	0.0	1.2665371e-24
104	6	1	0.0	2.7330952e-07
104	6	2	0.0	0.028994251
104	6	3	1.0	0.9710054
104	7	0	0.0	1.6413222e-28
104	7	1	0.0	1.3500301e-08
104	7	2	0.0	0.011828205
104	7	3	1.0	0.98817176
104	8	0	0.0	2.2615458e-32
104	8	1	0.0	6.8689576e-10
104	8	2	0.0	0.004883648
104	8	3	1.0	0.9951163
104	9	0	0.0	3.507848e-36
104	9	1	0.0	3.7293658e-11
104	9	2	0.0	0.0020742973
104	9	3	1.0	0.9979257
104	10	0	0.0	6.5134e-40
104	10	1	0.0	2.2910445e-12
104	10	2	0.0	0.00093780714
104	10	3	1.0	0.9990621
104	11	0	0.0	1.35e-43
104	11	1	0.0	1.6907444e-13
104	11	2	0.0	0.00047805352
104	11	3	1.0	0.99952185
104	12	0	0.0	0.0
104	12	1	0.0	1.5132718e-14
104	12	2	0.0	0.00029206555
104	12	3	1.0	0.9997078
104	13	0	0.0	0.0
104	13	1	0.0	1.5529923e-15
104	13	2	0.0	0.00021682635
104	13	3	1.0	0.99978304
104	14	0	0.0	0.0
104	14	1	0.0	1.6296681e-16
104	14	2	0.0	0.0001863892
104	14	3	1.0	0.9998135
104	15	0	0.0	0.0
104	15	1	0.0	8.0982736e-18
104	15	2	0.0	0.00017407622
104	15	3	1.0	0.9998258
104	16	0	0.0	0.0
104	16	1	0.0	3.9225003e-19
104	16	2	0.0	7.046892e-05
104	16	3	1.0	0.9999294
104	17	0	0.0	0.0
104	17	1	0.0	1.9048747e-20
104	17	2	0.0	2.8555805e-05
104	17	3	1.0	0.99997133
104	18	0	0.0	0.0
104	18	1	0.0	9.309805e-22
104	18	2	0.0	1.1600353e-05
104	18	3	1.0	0.9999883
104	19	0	0.0	0.0
104	19	1	0.0	4.6204902e-23
104	19	2	0.0	4.7412245e-06
104	19	3	1.0	0.99999523
104	20	0	0.0	0.0
104	20	1	0.0	2.3764821e-24
104	20	2	0.0	1.9664446e-06
104	20	3	1.0	0.999998
104	21	0	0.0	0.0
104	21	1	0.0	1.3194325e-25
104	21	2	0.0	8.4394026e-07
104	21	3	1.0	0.99999905
104	22	0	0.0	0.0
104	22	1	0.0	8.428015e-27
104	22	2	0.0	3.8984444e-07
104	22	3	1.0	0.9999995
104	23	0	0.0	0.0
104	23	1	0.0	6.642564e-28
104	23	2	0.0	2.0614536e-07
104	23	3	1.0	0.99999964
104	24	0	0.0	0.0
104	24	1	0.0	7.472501e-29
104	24	2	0.0	1.3183202e-07
104	24	3	1.0	0.99999976
105	0	0	0.0	0.050343554
105	0	1	1.0	0.9453535
105	0	2	0.0	0.0038971219
105	0	3	0.0	0.0004058885
105	1	0	0.0	1.3580157e-05
105	1	1	0.0	0.15961975
105	1	2	1.0	0.8395522
105	1	3	0.0	0.00081449555
105	2	0	0.0	1.790999e-09
105	2	1	0.0	0.016811641
105	2	2	1.0	0.9758141
105	2	3	0.0	0.007374259
105	3	0	0.0	2.2854635e-13
105	3	1	0.0	0.0008360164
105	3	2	1.0	0.92733234
105	3	3	0.0	0.07183161
105	4	0	0.0	2.846921e-17
105	4	1	0.0	4.056622e-05
105	4	2	1.0	0.37643257
105	4	3	0.0	0.6235269
105	5	0	0.0	3.5883277e-21
105	5	1	0.0	1.978684e-06
105	5	2	1.0	0.15283868
105	5	3	0.0	0.8471593
105	6	0	0.0	4.6501013e-25
105	6	1	0.0	9.773778e-08
105	6	2	0.0	0.062350884
105	6	3	1.0	0.937649
105	7	0	0.0	6.407104e-29
105	7	1	0.0	4.972832e-09
105	7	2	0.0	0.025743403
105	7	3	1.0	0.97425663
105	8	0	0.0	9.937473e-33
105	8	1	0.0	2.6998226e-10
105	8	2	0.0	0.010934195
105	8	3	1.0	0.9890659
105	9	0	0.0	1.8450548e-36
105	9	1	0.0	1.6584852e-11
105	9	2	0.0	0.004943301
105	9	3	1.0	0.9950567
105	10	0	0.0	4.16162e-40
105	10	1	0.0	1.2238491e-12
105	10	2	0.0	0.0025197556
105	10	3	1.0	0.9974802
105	11	0	0.0	8.1e-44
105	11	1	0.0	1.0953234e-13
105	11	2	0.0	0.0015393387
105	11	3	1.0	0.99846065
105	12	0	0.0	0.0
105	12	1	0.0	1.1240317e-14
105	12	2	0.0	0.0011427228
105	12	3	1.0	0.9988573
105	13	0	0.0	0.0
105	13	1	0.0	1.1794852e-15
105	13	2	0.0	0.0009822765
105	13	3	1.0	0.9990177
105	14	0	0.0	0.0
105	14	1	0.0	5.858718e-17
105	14	2	0.0	0.0009173699
105	14	3	1.0	0.9990826
105	15	0	0.0	0.0
105	15	1	0.0	2.8347374e-18
105	15	2	0.0	0.00037121444
105	15	3	1.0	0.99962884
105	16	0	0.0	0.0
105	16	1	0.0	1.3730406e-19
105	16	2	0.0	0.00015027373
105	16	3	1.0	0.99984974
105	17	0	0.0	0.0
105	17	1	0.0	6.6678654e-21
105	17	2	0.0	6.0894756e-05
105	17	3	1.0	0.9999391
105	18	0	0.0	0.0
105	18	1	0.0	3.2588245e-22
105	18	2	0.0	2.4737546e-05
105	18	3	1.0	0.99997526
105	19	0	0.0	0.0
105	19	1	0.0	1.6173666e-23
105	19	2	0.0	1.0110577e-05
105	19	3	1.0	0.9999899
105	20	0	0.0	0.0
105	20	1	0.0	8.318692e-25
105	20	2	0.0	4.193408e-06
105	20	3	1.0	0.9999959
105	21	0	0.0	0.0
105	21	1	0.0	4.6185708e-26
105	21	2	0.0	1.7996875e-06
105	21	3	1.0	0.9999983
105	22	0	0.0	0.0
105	22	1	0.0	2.950161e-27
105	22	2	0.0	8.313363e-07
105	22	3	1.0	0.9999992
105	23	0	0.0	0.0
105	23	1	0.0	2.325178e-28
105	23	2	0.0	4.3960128e-07
105	23	3	1.0	0.9999996
105	24	0	0.0	0.0
105	24	1	0.0	2.615691e-29
105	24	2	0.0	2.8112945e-07
105	24	3	1.0	0.99999964
106	0	0	1.0	0.9947727
106	0	1	0.0	0.0044612144
106	0	2	0.0	0.00022520564
106	0	3	0.0	0.0005408819
106	1	0	0.0	0.00013528203
106	1	1	1.0	0.9988625
106	1	2	0.0	0.00033725443
106	1	3	0.0	0.0006648896
106	2	0	0.0	1.6714063e-08
106	2	1	0.0	0.048417933
106	2	2	1.0	0.9230825
106	2	3	0.0	0.028499544
106	3	0	0.0	2.065018e-12
106	3	1	0.0	0.002341024
106	3	2	1.0	0.41815978
106	3	3	0.0	0.5794991
106	4	0	0.0	2.5513257e-16
106	4	1	0.0	0.000113188624
106	4	2	1.0	0.17132466
106	4	3	0.0	0.82856214
106	5	0	0.0	3.1521575e-20
106	5	1	0.0	5.4726747e-06
106	5	2	1.0	0.06941197
106	5	3	0.0	0.9305825
106	6	0	0.0	3.894484e-24
106	6	1	0.0	2.646041e-07
106	6	2	1.0	0.028084844
106	6	3	0.0	0.9719148
106	7	0	0.0	4.811631e-28
106	7	1	0.0	1.27936275e-08
106	7	2	1.0	0.011361638
106	7	3	0.0	0.9886383
106	8	0	0.0	5.9447776e-32
106	8	1	0.0	6.1857314e-10
106	8	2	1.0	0.004596231
106	8	3	0.0	0.9954037
106	9	0	0.0	7.344812e-36
106	9	1	0.0	2.9908128e-11
106	9	2	1.0	0.0018593536
106	9	3	0.0	0.99814063
106	10	0	0.0	9.07451e-40
106	10	1	0.0	1.4460708e-12
106	10	2	0.0	0.0007521817
106	10	3	1.0	0.9992477
106	11	0	0.0	1.1e-43
106	11	1	0.0	6.991894e-14
106	11	2	0.0	0.00030428855
106	11	3	1.0	0.99969566
106	12	0	0.0	0.0
106	12	1	0.0	3.3807452e-15
106	12	2	0.0	0.0001230986
106	12	3	1.0	0.99987686
106	13	0	0.0	0.0
106	13	1	0.0	1.6347851e-16
106	13	2	0.0	4.9800346e-05
106	13	3	1.0	0.9999502
106	14	0	0.0	0.0
106	14	1	0.0	7.906501e-18
106	14	2	0.0	2.0148409e-05
106	14	3	1.0	0.9999798
106	15	0	0.0	0.0
106	15	1	0.0	3.8255552e-19
106	15	2	0.0	8.153069e-06
106	15	3	1.0	0.99999183
106	16	0	0.0	0.0
106	16	1	0.0	1.8529558e-20
106	16	2	0.0	3.300497e-06
106	16	3	1.0	0.99999666
106	17	0	0.0	0.0
106	17	1	0.0	8.998464e-22
106	17	2	0.0	1.3374456e-06
106	17	3	1.0	0.99999857
106	18	0	0.0	0.0
106	18	1	0.0	4.3978724e-23
106	18	2	0.0	5.433165e-07
106	18	3	1.0	0.99999946
106	19	0	0.0	0.0
106	19	1	0.0	2.1826797e-24
106	19	2	0.0	2.2206093e-07
106	19	3	1.0	0.99999976
106	20	0	0.0	0.0
106	20	1	0.0	1.12263e-25
106	20	2	0.0	9.21008e-08
106	20	3	1.0	0.9999999
106	21	0	0.0	0.0
106	21	1	0.0	6.2328863e-27
106	21	2	0.0	3.9526952e-08
106	21	3	1.0	0.99999994
106	22	0	0.0	0.0
106	22	1	0.0	3.9813223e-28
106	22	2	0.0	1.8258833e-08
106	22	3	1.0	0.99999994
106	23	0	0.0	0.0
106	23	1	0.0	3.137891e-29
106	23	2	0.0	9.655065e-09
106	23	3	1.0	1.0
106	24	0	0.0	0.0
106	24	1	0.0	3.5299456e-30
106	24	2	0.0	6.1745116e-09
106	24	3	1.0	0.9999999
107	0	0	0.0	0.0016145303
107	0	1	0.0	0.03902035
107	0	2	0.0	0.18828209
107	0	3	1.0	0.77108306
107	1	0	0.0	4.197961e-07
107	1	1	0.0	0.005039484
107	1	2	0.0	0.15014695
107	1	3	1.0	0.8448132
107	2	0	0.0	1.1226701e-10
107	2	1	0.0	0.0005175495
107	2	2	0.0	0.11594735
107	2	3	1.0	0.88353515
107	3	0	0.0	1.4764194e-14
107	3	1	0.0	5.4307013e-05
107	3	2	0.0	0.10012676
107	3	3	1.0	0.89981896
107	4	0	0.0	1.8778873e-18
107	4	1	0.0	2.696756e-06
107	4	2	0.0	0.09356098
107	4	3	1.0	0.9064363
107	5	0	0.0	2.3201263e-22
107	5	1	0.0	1.3038826e-07
107	5	2	0.0	0.037851486
107	5	3	1.0	0.9621484
107	6	0	0.0	2.866512e-26
107	6	1	0.0	6.304278e-09
107	6	2	0.0	0.015312492
107	6	3	1.0	0.98468757
107	7	0	0.0	3.5415726e-30
107	7	1	0.0	3.0481231e-10
107	7	2	0.0	0.0061944947
107	7	3	1.0	0.9938055
107	8	0	0.0	4.3756165e-34
107	8	1	0.0	1.4737704e-11
107	8	2	0.0	0.0025059106
107	8	3	1.0	0.99749416
107	9	0	0.0	5.406103e-38
107	9	1	0.0	7.1257084e-13
107	9	2	0.0	0.001013738
107	9	3	1.0	0.9989863
107	10	0	0.0	6.672e-42
107	10	1	0.0	3.4453102e-14
107	10	2	0.0	0.00041009695
107	10	3	1.0	0.99958986
107	11	0	0.0	0.0
107	11	1	0.0	1.6658411e-15
107	11	2	0.0	0.00016590112
107	11	3	1.0	0.9998342
107	12	0	0.0	0.0
107	12	1	0.0	8.054734e-17
107	12	2	0.0	6.711457e-05
107	12	3	1.0	0.99993294
107	13	0	0.0	0.0
107	13	1	0.0	3.8949276e-18
107	13	2	0.0	2.7151638e-05
107	13	3	1.0	0.9999729
107	14	0	0.0	0.0
107	14	1	0.0	1.8837491e-19
107	14	2	0.0	1.0985112e-05
107	14	3	1.0	0.9999891
107	15	0	0.0	0.0
107	15	1	0.0	9.114508e-21
107	15	2	0.0	4.4451344e-06
107	15	3	1.0	0.9999956
107	16	0	0.0	0.0
107	16	1	0.0	4.414726e-22
107	16	2	0.0	1.7994635e-06
107	16	3	1.0	0.9999983
107	17	0	0.0	0.0
107	17	1	0.0	2.1439135e-23
107	17	2	0.0	7.2918857e-07
107	17	3	1.0	0.99999934
107	18	0	0.0	0.0
107	18	1	0.0	1.0478071e-24
107	18	2	0.0	2.962215e-07
107	18	3	1.0	0.99999976
107	19	0	0.0	0.0
107	19	1	0.0	5.2003054e-26
107	19	2	0.0	1.210698e-07
107	19	3	1.0	0.99999994
107	20	0	0.0	0.0
107	20	1	0.0	2.6747022e-27
107	20	2	0.0	5.021426e-08
107	20	3	1.0	1.0
107	21	0	0.0	0.0
107	21	1	0.0	1.4850053e-28
107	21	2	0.0	2.1550486e-08
107	21	3	1.0	1.0
107	22	0	0.0	0.0
107	22	1	0.0	9.4856285e-30
107	22	2	0.0	9.954895e-09
107	22	3	1.0	1.0000001
107	23	0	0.0	0.0
107	23	1	0.0	7.476125e-31
107	23	2	0.0	5.264036e-09
107	23	3	1.0	1.0000001
107	24	0	0.0	0.0
107	24	1	0.0	8.4102083e-32
107	24	2	0.0	3.3664043e-09
107	24	3	1.0	1.0
108	0	0	0.0	0.0010237898
108	0	1	0.0	0.028584734
108	0	2	1.0	0.16181855
108	0	3	0.0	0.80857295
108	1	0	0.0	2.3877746e-07
108	1	1	0.0	0.003161132
108	1	2	0.0	0.1109508
108	1	3	1.0	0.88588786
108	2	0	0.0	6.377794e-11
108	2	1	0.0	0.00029249964
108	2	2	0.0	0.07321507
108	2	3	1.0	0.92649245
108	3	0	0.0	1.8305036e-14
108	3	1	0.0	3.081157e-05
108	3	2	0.0	0.056401204
108	3	3	1.0	0.943568
108	4	0	0.0	5.3350697e-18
108	4	1	0.0	3.4735995e-06
108	4	2	0.0	0.04948941
108	4	3	1.0	0.9505071
108	5	0	0.0	1.3161821e-21
108	5	1	0.0	3.966324e-07
108	5	2	0.0	0.04668382
108	5	3	1.0	0.9533158
108	6	0	0.0	3.5807876e-25
108	6	1	0.0	3.8083904e-08
108	6	2	0.0	0.0455479
108	6	3	1.0	0.95445204
108	7	0	0.0	9.9350095e-29
108	7	1	0.0	4.0605035e-09
108	7	2	0.0	0.035986613
108	7	3	1.0	0.96401334
108	8	0	0.0	1.8083626e-32
108	8	1	0.0	4.4179393e-10
108	8	2	0.0	0.032118693
108	8	3	1.0	0.9678813
108	9	0	0.0	3.8705767e-36
108	9	1	0.0	3.0936975e-11
108	9	2	0.0	0.03055397
108	9	3	1.0	0.96944606
108	10	0	0.0	9.67137e-40
108	10	1	0.0	2.5913252e-12
108	10	2	0.0	0.01738765
108	10	3	1.0	0.9826124
108	11	0	0.0	0.0
108	11	1	0.0	2.561183e-13
108	11	2	0.0	0.0120613715
108	11	3	1.0	0.98793864
108	12	0	0.0	0.0
108	12	1	0.0	2.7911667e-14
108	12	2	0.0	0.009906689
108	12	3	1.0	0.9900933
108	13	0	0.0	0.0
108	13	1	0.0	3.0973987e-15
108	13	2	0.0	0.009035037
108	13	3	1.0	0.990965
108	14	0	0.0	0.0
108	14	1	0.0	2.5059854e-16
108	14	2	0.0	0.00868242
108	14	3	1.0	0.99131763
108	15	0	0.0	0.0
108	15	1	0.0	2.4447682e-17
108	15	2	0.0	0.0057153385
108	15	3	1.0	0.9942847
108	16	0	0.0	0.0
108	16	1	0.0	3.2037102e-18
108	16	2	0.0	0.00451504
108	16	3	1.0	0.995485
108	17	0	0.0	0.0
108	17	1	0.0	9.443731e-19
108	17	2	0.0	0.0040294738
108	17	3	1.0	0.99597055
108	18	0	0.0	0.0
108	18	1	0.0	6.8786386e-19
108	18	2	0.0	0.003833044
108	18	3	1.0	0.99616694
108	19	0	0.0	0.0
108	19	1	0.0	6.7017563e-19
108	19	2	0.0	0.0021801875
108	19	3	1.0	0.99781984
108	20	0	0.0	0.0
108	20	1	0.0	3.4469518e-20
108	20	2	0.0	0.00090424286
108	20	3	1.0	0.99909574
108	21	0	0.0	0.0
108	21	1	0.0	1.9137611e-21
108	21	2	0.0	0.00038807446
108	21	3	1.0	0.999612
108	22	0	0.0	0.0
108	22	1	0.0	1.2224353e-22
108	22	2	0.0	0.00017926467
108	22	3	1.0	0.99982077
108	23	0	0.0	0.0
108	23	1	0.0	9.63466e-24
108	23	2	0.0	9.4793126e-05
108	23	3	1.0	0.9999052
108	24	0	0.0	0.0
108	24	1	0.0	1.0838435e-24
108	24	2	0.0	6.062116e-05
108	24	3	1.0	0.9999394
109	0	0	0.0	0.24017544
109	0	1	1.0	0.75218886
109	0	2	0.0	0.0019786
109	0	3	0.0	0.005657202
109	1	0	0.0	0.0005950868
109	1	1	0.0	0.77882385
109	1	2	1.0	0.2092288
109	1	3	0.0	0.011352297
109	2	0	0.0	8.092757e-08
109	2	1	0.0	0.758853
109	2	2	0.0	0.13836579
109	2	3	1.0	0.10278119
109	3	0	0.0	9.998585e-12
109	3	1	0.0	0.036690656
109	3	2	0.0	0.7571459
109	3	3	1.0	0.20616356
109	4	0	0.0	1.2353223e-15
109	4	1	0.0	0.0017739944
109	4	2	0.0	0.3401962
109	4	3	1.0	0.6580299
109	5	0	0.0	1.5262387e-19
109	5	1	0.0	8.5772714e-05
109	5	2	0.0	0.13926151
109	5	3	1.0	0.8606528
109	6	0	0.0	1.8856649e-23
109	6	1	0.0	4.1471158e-06
109	6	2	0.0	0.056415856
109	6	3	1.0	0.9435801
109	7	0	0.0	2.3297376e-27
109	7	1	0.0	2.0051331e-07
109	7	2	0.0	0.022826208
109	7	3	1.0	0.9771737
109	8	0	0.0	2.8783928e-31
109	8	1	0.0	9.694842e-09
109	8	2	0.0	0.009234261
109	8	3	1.0	0.99076575
109	9	0	0.0	3.556274e-35
109	9	1	0.0	4.6874743e-10
109	9	2	0.0	0.0037356247
109	9	3	1.0	0.9962644
109	10	0	0.0	4.393843e-39
109	10	1	0.0	2.2664136e-11
109	10	2	0.0	0.0015112078
109	10	3	1.0	0.9984889
109	11	0	0.0	5.4e-43
109	11	1	0.0	1.0958331e-12
109	11	2	0.0	0.00061134575
109	11	3	1.0	0.99938875
109	12	0	0.0	0.0
109	12	1	0.0	5.298612e-14
109	12	2	0.0	0.00024731728
109	12	3	1.0	0.9997528
109	13	0	0.0	0.0
109	13	1	0.0	2.5621838e-15
109	13	2	0.0	0.00010005383
109	13	3	1.0	0.9999
109	14	0	0.0	0.0
109	14	1	0.0	1.2391786e-16
109	14	2	0.0	4.048016e-05
109	14	3	1.0	0.99995965
109	15	0	0.0	0.0
109	15	1	0.0	5.9957575e-18
109	15	2	0.0	1.6380327e-05
109	15	3	1.0	0.9999836
109	16	0	0.0	0.0
109	16	1	0.0	2.9041205e-19
109	16	2	0.0	6.6310254e-06
109	16	3	1.0	0.9999934
109	17	0	0.0	0.0
109	17	1	0.0	1.410321e-20
109	17	2	0.0	2.6870612e-06
109	17	3	1.0	0.9999974
109	18	0	0.0	0.0
109	18	1	0.0	6.8927465e-22
109	18	2	0.0	1.0915767e-06
109	18	3	1.0	0.999999
109	19	0	0.0	0.0
109	19	1	0.0	3.420895e-23
109	19	2	0.0	4.461424e-07
109	19	3	1.0	0.9999996
109	20	0	0.0	0.0
109	20	1	0.0	1.759488e-24
109	20	2	0.0	1.8503964e-07
109	20	3	1.0	0.9999999
109	21	0	0.0	0.0
109	21	1	0.0	9.768748e-26
109	21	2	0.0	7.941357e-08
109	21	3	1.0	1.0
109	22	0	0.0	0.0
109	22	1	0.0	6.2398913e-27
109	22	2	0.0	3.6683804e-08
109	22	3	1.0	1.0
109	23	0	0.0	0.0
109	23	1	0.0	4.9179883e-28
109	23	2	0.0	1.9397982e-08
109	23	3	1.0	1.0
109	24	0	0.0	0.0
109	24	1	0.0	5.532453e-29
109	24	2	0.0	1.2405205e-08
109	24	3	1.0	1.0000001
110	0	0	0.0	0.0022003818
110	0	1	0.0	0.092989795
110	0	2	0.0	0.6954646
110	0	3	1.0	0.20934519
110	1	0	0.0	2.7409348e-07
110	1	1	0.0	0.0065115145
110	1	2	0.0	0.3677776
110	1	3	1.0	0.6257106
110	2	0	0.0	3.454727e-11
110	2	1	0.0	0.00031785853
110	2	2	0.0	0.15530278
110	2	3	1.0	0.84437937
110	3	0	0.0	4.4769312e-15
110	3	1	0.0	1.57007e-05
110	3	2	0.0	0.06364767
110	3	3	1.0	0.93633664
110	4	0	0.0	6.1683944e-19
110	4	1	0.0	7.988339e-07
110	4	2	0.0	0.02629311
110	4	3	1.0	0.97370607
110	5	0	0.0	9.5669346e-23
110	5	1	0.0	4.3369052e-08
110	5	2	0.0	0.011168314
110	5	3	1.0	0.9888316
110	6	0	0.0	1.7761849e-26
110	6	1	0.0	2.6640494e-09
110	6	2	0.0	0.0050490936
110	6	3	1.0	0.99495083
110	7	0	0.0	4.0065756e-30
110	7	1	0.0	1.9658068e-10
110	7	2	0.0	0.0025736028
110	7	3	1.0	0.99742645
110	8	0	0.0	1.0417566e-33
110	8	1	0.0	1.7592983e-11
110	8	2	0.0	0.0015721703
110	8	3	1.0	0.9984278
110	9	0	0.0	2.7859977e-37
110	9	1	0.0	1.8053668e-12
110	9	2	0.0	0.0011670527
110	9	3	1.0	0.99883294
110	10	0	0.0	3.6638e-41
110	10	1	0.0	1.8943896e-13
110	10	2	0.0	0.001003167
110	10	3	1.0	0.99899685
110	11	0	0.0	3e-45
110	11	1	0.0	9.407261e-15
110	11	2	0.0	0.0009368691
110	11	3	1.0	0.99906313
110	12	0	0.0	0.0
110	12	1	0.0	4.5486326e-16
110	12	2	0.0	0.0003790063
110	12	3	1.0	0.999621
110	13	0	0.0	0.0
110	13	1	0.0	2.1995259e-17
110	13	2	0.0	0.00015332951
